V.g..name,V.g..comm_louvain
V822,6
V823,1
V824,7
V825,7
V826,4
V827,7
V828,8
V829,30
V830,10
V831,12
V832,8
V833,35
V834,9
V835,9
V836,21
V837,15
V838,36
V839,0
V840,1
V841,12
V842,1
V843,7
V844,1
V845,0
V846,12
V847,27
V848,13
V849,35
V850,23
V851,32
V852,12
V853,2
V854,14
V855,20
V856,2
V857,4
V858,3
V859,19
V860,25
V861,13
V862,4
V863,44
V864,6
V865,3
V866,0
V867,13
V868,42
V869,27
V870,6
V871,4
V872,26
V873,0
V874,0
V875,16
V876,17
V877,1
V878,1
V879,29
V880,5
V881,31
V882,24
V883,7
V884,12
V885,2
V886,4
V887,9
V888,2
V889,24
V890,17
V891,26
V892,11
V893,24
V894,20
V895,14
V896,5
V897,8
V898,7
V899,18
V900,3
V901,5
V902,38
V903,19
V904,8
V905,24
V906,8
V907,2
V908,13
V909,4
V910,25
V911,13
V912,0
V913,5
V914,21
V915,4
V916,30
V917,14
V918,41
V919,5
V920,9
V921,10
V922,45
V923,7
V924,0
V925,18
V926,40
V927,11
V928,6
V929,2
V930,2
V931,20
V932,15
V933,8
V934,11
V935,18
V936,25
V937,4
V938,5
V939,1
V940,2
V941,42
V942,34
V943,7
V944,1
V945,0
V946,1
V947,3
V948,29
V949,14
V950,6
V951,29
V952,24
V953,1
V954,3
V955,7
V956,23
V957,26
V958,3
V959,28
V960,2
V961,14
V962,2
V963,16
V964,3
V965,29
V966,14
V967,3
V968,5
V969,6
V970,33
V971,2
V972,12
V973,1
V974,1
V975,35
V976,5
V977,34
V978,8
V979,11
V980,12
V981,6
V982,32
V983,9
V984,21
V985,6
V986,33
V987,2
V988,2
V989,25
V990,35
V991,9
V992,29
V993,12
V994,2
V995,10
V996,23
V997,8
V998,0
V999,0
