V.g..name,V.g..comm_louvain
V936,44
V937,40
V938,2
V939,2
V940,3
V941,34
V942,4
V943,55
V944,22
V945,6
V946,31
V947,13
V948,1
V949,0
V950,41
V951,14
V952,3
V953,0
V954,0
V955,45
V956,0
V957,0
V958,11
V959,0
V960,2
V961,0
V962,58
V963,0
V964,1
V965,32
V966,26
V967,38
V968,0
V969,18
V970,10
V971,3
V972,43
V973,0
V974,0
V975,23
V976,43
V977,7
V978,8
V979,30
V980,43
V981,2
V982,12
V983,31
V984,7
V985,0
V986,46
V987,8
V988,1
V989,0
V990,41
V991,7
V992,33
V993,12
V994,9
V995,15
V996,0
V997,1
V998,4
V999,13
