V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
2,5,8,2,2,6,7,7,5,10,5,2,8,25,26,7,2,4,5,3,13,1,8,7,9,2,2,3,7,2,17,10,2,1,8,2,5,9,2,5,13,9,1,10,4,2,4,8,2,2
10,7,10,1,4,3,25,11,1,11,9,3,13,26,15,8,4,13,1,15,9,10,10,3,7,12,6,9,12,9,12,4,6,1,2,10,11,5,6,13,14,14,6,5,16,9,5,1,2,25
2,11,3,10,1,13,2,2,2,12,17,9,2,14,26,8,4,10,8,1,1,10,12,10,1,9,4,1,14,3,16,5,3,15,6,2,10,16,2,1,5,1,1,14,17,14,3,11,5,20
1,8,9,3,1,1,26,8,13,15,11,14,15,24,24,9,2,8,4,12,1,8,10,12,13,7,9,11,1,7,14,6,5,1,5,9,4,4,12,14,15,14,12,1,2,11,4,11,4,26
9,6,11,6,3,2,13,8,10,16,1,8,10,2,6,11,8,12,2,16,2,12,7,15,1,8,4,4,11,6,6,9,5,15,16,2,13,4,8,8,7,13,2,6,13,13,7,3,6,24
10,6,14,1,5,11,23,5,3,1,2,14,3,10,11,13,14,3,11,8,9,4,11,16,7,5,3,3,12,2,14,12,8,8,14,5,2,5,9,9,16,16,2,7,12,11,3,10,7,1
13,7,12,7,4,10,27,10,6,10,14,10,8,27,17,7,7,2,2,7,3,9,2,4,3,7,6,3,4,9,15,3,4,8,12,2,14,7,9,1,14,10,3,14,10,1,8,7,3,27
10,2,5,1,3,2,26,6,11,11,11,3,16,28,27,15,8,15,1,12,10,5,1,5,7,1,4,4,12,8,14,4,5,10,10,7,11,5,2,13,8,10,6,8,2,10,6,9,7,10
10,13,2,1,3,1,26,6,11,11,11,12,16,28,27,15,8,15,3,12,10,5,8,5,7,1,4,10,12,4,14,4,5,4,10,7,1,5,8,2,8,10,6,8,2,11,6,9,7,10
11,5,8,4,6,6,7,7,5,10,5,5,8,25,26,7,2,4,2,3,13,1,8,7,9,11,6,3,7,2,17,10,7,1,8,3,5,9,2,5,13,9,1,10,4,2,4,8,2,6
5,9,1,10,3,13,28,1,1,9,9,12,1,19,13,13,13,2,1,8,3,3,13,7,8,2,3,1,14,10,1,4,9,8,15,1,6,15,9,5,3,6,1,9,2,4,4,11,3,12
3,1,1,1,6,5,13,11,1,9,11,3,12,26,13,13,13,1,1,11,14,7,5,3,2,10,3,8,1,6,4,7,3,4,5,4,10,11,6,7,11,16,11,11,10,1,7,7,12,16
3,6,4,4,6,6,7,9,5,10,2,15,9,25,1,7,2,4,12,9,11,9,6,7,8,6,8,3,13,12,17,7,8,8,8,11,5,9,2,14,8,7,1,10,4,9,4,8,1,6
12,14,14,4,9,8,23,1,1,10,16,11,5,22,10,3,13,16,11,8,11,13,13,2,1,11,9,9,15,9,14,5,7,11,6,2,6,2,15,15,1,2,9,9,1,4,9,5,5,12
1,1,1,7,1,1,12,1,11,14,4,3,7,4,13,13,8,5,3,9,12,3,9,1,6,7,4,3,16,4,8,1,5,9,10,3,1,10,9,13,16,10,6,5,13,11,6,11,4,14
3,3,2,5,2,8,24,8,7,1,2,4,14,29,20,14,10,2,12,13,7,15,7,4,14,2,5,10,8,12,5,11,5,10,3,1,7,1,12,14,11,1,6,2,14,3,5,7,4,21
6,12,11,9,9,4,29,13,9,6,11,9,12,14,25,8,4,2,2,3,11,8,2,4,1,9,5,9,6,14,3,10,3,12,17,3,7,16,14,8,1,3,11,14,8,7,5,1,4,26
6,3,14,4,9,10,30,9,7,3,14,4,7,30,28,14,14,17,12,7,7,9,7,4,10,13,8,9,4,14,5,7,5,16,3,1,7,14,4,6,11,3,12,2,14,3,9,7,12,7
4,3,9,9,1,5,14,10,7,11,11,12,13,18,29,8,14,2,12,11,2,8,9,7,9,13,5,11,1,3,11,1,4,6,5,7,7,14,5,10,16,16,12,7,9,8,7,13,3,27
5,9,8,4,1,7,2,6,4,14,7,3,12,30,10,13,11,18,2,14,3,3,9,15,6,2,4,3,16,6,8,10,8,8,12,1,5,10,3,7,5,3,9,14,5,7,4,5,3,19
3,2,14,6,7,15,24,8,9,6,6,7,1,31,13,6,11,9,4,9,6,6,4,7,12,2,8,10,10,6,6,5,8,2,16,12,15,6,12,14,7,13,6,5,5,3,4,11,6,28
2,2,1,4,5,13,1,2,8,9,2,9,6,32,2,5,9,5,4,9,7,3,5,12,6,3,8,1,13,3,7,4,8,9,1,1,6,8,14,7,5,1,8,5,5,6,2,6,5,20
5,6,7,3,4,3,31,4,4,4,9,5,5,8,19,11,9,16,5,4,5,3,13,2,11,5,10,2,9,13,18,6,9,7,11,13,5,9,5,15,3,5,8,2,10,2,5,10,3,19
6,9,1,4,3,13,28,14,8,13,9,12,1,30,30,13,13,2,1,16,5,3,4,7,8,2,8,1,17,10,9,4,9,7,16,1,6,14,4,7,5,6,6,10,2,2,8,7,6,20
3,8,1,1,6,5,13,7,8,15,11,10,3,33,25,14,7,1,8,6,14,7,5,5,2,8,8,8,15,6,4,7,2,4,5,4,10,11,6,2,11,16,11,3,10,1,7,3,5,16
7,1,7,9,6,2,21,5,7,11,14,9,16,9,27,14,14,14,9,1,9,8,6,15,14,11,8,7,8,14,5,2,3,6,4,6,6,14,4,10,9,9,12,13,14,2,5,7,12,15
1,8,13,9,8,11,29,8,13,7,16,9,12,12,24,9,2,16,4,8,1,3,1,11,5,8,10,6,1,15,1,6,9,11,5,11,1,9,13,15,4,5,12,15,7,3,4,4,1,21
10,8,6,1,5,5,15,13,12,4,1,6,2,30,7,2,4,5,2,2,6,10,9,15,5,9,2,5,7,9,2,6,4,14,11,13,1,4,7,14,8,15,12,3,10,7,5,9,2,20
3,1,1,4,5,13,1,6,1,9,4,3,1,19,13,13,13,16,3,8,3,3,9,3,8,2,3,3,12,13,12,4,8,1,9,1,6,8,9,7,3,2,1,9,16,7,3,11,3,14
7,1,7,3,6,12,32,11,7,7,4,15,12,34,8,4,8,10,1,11,15,11,5,3,2,10,1,8,14,16,5,7,1,12,18,6,2,8,1,7,10,12,13,11,14,3,9,7,12,29
4,14,3,3,1,12,12,2,9,12,13,15,8,34,31,12,1,7,12,3,13,16,10,2,6,13,8,9,10,12,11,3,9,14,13,10,13,4,1,5,9,3,10,1,6,15,2,10,9,23
4,4,9,3,4,4,4,9,3,3,9,4,4,17,4,5,4,14,4,14,4,4,2,4,3,4,9,9,13,14,5,11,3,7,4,11,4,4,4,4,4,3,4,1,3,4,4,4,4,4
12,8,13,5,9,7,10,9,9,15,14,8,10,23,24,9,10,7,1,12,10,6,13,12,12,3,5,10,1,3,5,7,9,8,16,5,9,4,8,4,11,15,8,12,10,6,7,3,1,23
6,12,9,9,4,5,30,13,9,3,17,7,4,35,31,8,4,2,12,1,10,13,2,4,15,13,8,9,17,14,5,3,3,7,5,11,14,2,2,12,4,3,4,2,15,5,5,7,4,30
3,14,13,1,5,8,25,11,6,17,7,10,13,11,16,6,10,2,2,15,1,2,10,3,13,12,6,9,12,14,15,3,7,1,7,2,7,14,6,2,9,14,11,14,16,16,5,1,2,25
3,1,1,1,1,10,25,10,1,1,14,10,3,11,11,13,2,12,10,14,1,6,11,15,2,2,9,6,1,3,1,2,8,6,14,12,6,12,8,1,3,7,6,6,12,13,7,3,12,14
12,2,6,4,9,9,3,12,10,9,8,11,7,16,27,3,10,5,9,7,11,3,7,9,8,5,4,2,11,1,6,3,4,4,6,2,2,10,2,9,16,7,9,13,6,9,6,9,7,11
6,10,2,9,2,7,9,7,3,1,6,3,14,10,25,2,14,9,7,1,15,9,1,2,15,13,1,2,7,3,2,7,1,6,14,2,8,5,15,13,10,14,12,7,8,7,2,6,6,13
13,8,3,3,3,4,2,3,2,4,2,1,6,6,26,2,11,18,2,3,4,3,5,11,1,9,5,1,6,5,2,5,8,7,12,7,4,4,3,7,5,1,11,3,5,3,4,4,6,20
12,2,13,6,9,2,26,13,10,11,13,15,15,16,7,13,10,15,6,10,3,3,9,10,8,1,2,4,13,10,15,3,3,8,10,2,13,10,2,1,1,11,9,7,6,6,6,9,10,31
10,7,12,7,3,3,33,15,4,15,9,5,5,21,5,7,5,1,2,10,2,17,11,2,7,5,9,2,5,2,9,11,2,2,2,9,5,5,6,4,10,4,7,2,18,9,2,5,3,5
11,12,8,6,6,11,7,7,8,17,8,7,4,2,32,13,2,2,3,2,12,1,5,8,9,11,2,9,10,12,9,4,3,1,8,11,14,10,10,5,16,11,8,5,17,9,8,13,10,9
1,15,4,9,8,4,27,4,1,14,12,3,8,33,23,14,13,11,11,5,14,3,5,14,10,7,2,6,12,12,1,10,4,6,12,10,15,10,2,5,14,1,13,4,13,17,5,11,8,32
7,3,7,9,1,14,34,7,7,11,6,12,13,5,29,14,10,3,9,10,15,12,9,4,15,10,5,11,8,3,15,1,4,6,5,7,7,7,10,10,17,11,12,7,14,2,9,7,3,27
3,11,3,9,1,7,6,10,8,3,10,15,12,8,8,15,14,5,8,9,14,16,5,5,6,3,8,1,15,12,11,3,1,11,15,3,13,4,2,7,9,16,8,2,6,15,2,10,8,23
3,10,2,3,1,3,12,12,7,12,1,13,13,19,22,11,11,3,5,10,8,6,11,1,12,2,5,11,11,6,6,5,7,2,12,7,13,14,8,5,3,13,12,9,2,13,7,3,3,1
10,4,12,7,1,3,33,2,4,16,9,5,5,21,5,7,5,1,10,10,2,17,11,2,16,5,2,2,5,2,9,11,2,4,5,9,5,5,12,1,11,4,4,2,18,2,2,5,3,21
7,1,7,3,6,12,32,11,7,7,4,3,16,8,8,4,8,15,1,11,15,11,5,3,15,10,1,8,8,16,12,8,1,12,18,6,2,8,1,7,10,12,9,11,14,3,9,7,12,29
10,7,9,4,9,11,23,1,1,3,8,11,4,11,33,7,14,14,4,16,9,10,2,10,4,5,8,9,11,1,5,11,7,4,7,11,11,2,1,4,4,7,6,1,15,8,5,3,1,1
1,1,6,4,6,9,12,1,11,9,8,13,7,27,27,13,14,9,3,7,11,10,10,3,8,7,4,4,17,12,11,3,8,9,8,3,14,11,9,5,16,10,12,5,13,11,6,11,9,11
11,12,5,6,6,11,26,7,3,8,8,8,1,19,32,13,9,9,3,2,12,1,5,10,8,11,4,4,10,14,7,8,4,1,5,11,14,10,8,14,16,11,8,5,17,9,8,13,10,31
5,5,7,1,1,14,20,6,1,8,13,5,14,31,34,15,10,2,4,12,5,11,10,5,4,6,10,9,12,3,9,3,1,5,5,4,5,5,13,12,11,7,5,2,4,2,5,5,4,9
9,12,5,7,6,15,26,7,3,8,10,8,10,10,32,13,9,9,5,7,12,1,7,10,8,3,4,4,10,14,7,8,4,1,18,1,2,10,8,14,17,11,8,11,17,9,6,9,7,31
10,10,2,1,2,7,21,5,7,6,1,11,2,1,33,8,10,5,7,7,7,10,1,10,7,5,5,2,11,9,12,2,7,8,4,13,7,1,13,6,8,14,12,4,8,7,5,6,3,8
1,7,9,8,6,15,13,5,10,2,5,15,10,13,35,11,2,12,8,16,4,2,6,17,10,5,10,8,1,6,5,1,7,15,16,11,11,16,8,10,17,16,2,12,15,13,7,3,8,24
1,7,2,9,1,13,11,12,4,12,1,13,13,29,36,5,3,3,8,10,8,12,9,1,6,4,5,11,11,3,10,9,7,6,9,8,1,14,10,11,5,16,3,3,9,10,7,12,12,1
2,2,14,1,2,16,24,8,1,6,17,2,8,31,37,6,13,6,7,9,3,3,4,16,14,1,8,2,10,9,5,2,9,9,15,1,12,14,11,13,2,15,6,5,16,2,4,2,3,28
10,6,5,3,9,16,32,3,1,10,8,10,4,17,26,4,9,16,6,9,10,13,1,3,3,11,3,4,15,1,6,4,5,7,6,3,4,15,3,9,9,9,8,14,6,4,4,4,5,33
12,10,2,4,1,11,31,2,2,1,4,11,9,1,21,3,9,8,8,7,11,9,1,11,3,3,2,2,11,7,13,5,4,11,6,2,9,1,2,14,1,9,8,13,1,2,2,5,3,34
2,2,3,7,2,13,1,2,2,9,2,11,9,10,2,5,9,9,7,7,7,10,1,12,6,3,3,2,13,3,7,5,8,9,1,1,8,8,2,7,1,1,8,4,5,6,2,6,5,2
3,6,4,4,6,5,8,9,5,10,1,2,2,36,20,10,6,6,12,9,6,6,6,9,5,5,1,3,13,12,17,7,4,5,8,11,9,12,2,4,5,5,6,12,2,9,4,9,1,6
7,13,13,7,6,15,7,3,11,15,5,2,10,9,34,7,12,17,11,9,15,17,6,17,11,10,1,8,9,2,7,5,1,2,17,4,5,1,12,14,8,12,7,11,18,1,9,14,7,35
12,14,1,10,4,3,4,15,14,7,9,8,3,3,22,3,3,18,3,11,16,9,10,3,3,1,3,3,13,14,16,4,3,3,4,10,4,3,4,1,3,2,13,11,5,4,5,2,10,36
7,13,4,7,9,7,28,14,3,10,3,3,6,11,33,3,12,2,8,2,14,8,3,7,8,6,1,1,9,14,5,12,6,4,12,5,4,3,3,3,12,2,11,15,18,16,7,14,10,37
13,9,13,6,6,11,31,9,9,8,14,7,15,35,32,9,4,13,11,2,12,17,2,4,5,9,2,4,17,14,13,3,4,8,11,11,13,11,7,14,16,11,1,13,12,16,8,14,3,38
10,1,3,10,3,5,35,15,7,7,1,14,6,18,18,2,11,4,9,6,2,6,5,9,7,8,5,1,11,6,2,5,1,2,9,7,7,12,12,14,8,1,8,7,11,3,1,12,12,16
7,1,7,3,6,12,17,11,7,7,4,7,12,8,8,4,1,10,2,11,15,11,5,8,15,10,1,8,8,16,11,7,1,12,18,3,2,12,1,7,10,12,12,11,14,15,9,7,12,29
5,15,13,10,5,4,32,7,14,6,13,13,6,34,25,15,4,10,2,17,11,16,12,6,11,8,10,9,14,14,9,7,1,10,4,13,7,4,6,6,14,3,11,15,7,8,2,10,2,4
12,1,2,6,9,8,17,1,12,17,8,7,5,2,21,4,1,1,2,7,10,11,13,8,9,2,2,9,8,2,1,5,3,1,11,5,14,10,2,1,1,10,5,1,1,2,8,10,10,5
7,9,4,6,6,11,13,6,10,7,3,13,5,9,9,11,8,12,6,6,10,1,6,8,3,6,2,5,9,6,5,6,7,3,16,6,11,9,7,8,5,7,2,3,7,13,7,3,7,9
2,5,7,10,1,8,2,1,3,1,9,14,5,14,26,8,1,13,1,16,1,10,2,10,4,1,8,1,14,9,12,7,7,7,7,12,1,14,15,1,1,1,11,1,14,4,5,4,9,28
13,11,4,6,5,11,5,10,8,8,6,10,7,33,9,5,6,12,5,8,16,13,11,7,9,3,3,5,9,4,18,6,6,3,11,3,10,6,4,8,12,12,11,3,10,14,8,8,7,18
7,3,7,10,6,14,34,7,7,7,6,14,3,9,12,4,3,10,11,11,15,9,6,1,15,10,8,6,8,14,15,7,7,6,14,7,10,12,10,14,17,12,12,7,11,4,9,10,3,12
2,10,6,5,2,9,24,9,10,9,8,11,11,14,10,9,8,15,7,7,7,10,1,10,7,1,2,2,13,9,6,5,7,7,7,2,8,9,9,1,1,7,9,4,8,9,9,6,5,29
4,6,9,3,8,10,18,9,6,4,14,9,16,17,37,12,4,14,12,5,4,15,6,4,3,4,9,9,17,14,5,11,3,7,17,11,4,4,4,10,4,3,4,1,7,2,4,8,4,30
3,7,2,1,3,11,13,10,1,12,14,13,3,11,16,11,3,1,2,10,14,1,7,5,2,1,8,11,1,6,5,3,7,4,7,7,10,14,8,2,11,16,11,9,2,13,7,3,3,10
1,11,1,1,1,5,14,12,11,12,1,11,7,4,4,10,10,5,4,3,8,3,9,1,14,4,4,2,11,1,3,4,6,4,4,3,1,14,4,9,5,1,4,1,2,10,4,9,6,4
1,8,3,9,3,13,11,8,4,15,1,14,13,6,24,2,4,4,4,6,2,1,9,9,7,12,9,11,11,1,2,11,6,1,9,11,10,12,10,14,13,1,8,7,1,9,1,12,5,1
12,2,6,4,1,2,33,12,2,7,4,8,14,30,21,12,11,2,8,7,15,6,5,9,14,2,2,3,11,7,4,3,2,16,18,9,2,13,12,5,3,12,13,1,2,11,9,8,12,34
3,14,14,6,6,1,10,8,8,14,6,14,3,17,28,6,11,18,3,15,16,4,11,2,9,1,9,5,8,4,16,7,8,8,11,12,13,6,8,4,4,14,12,12,3,11,1,5,1,14
7,10,11,4,5,15,13,5,10,9,3,13,5,32,35,11,8,8,7,16,10,1,7,15,11,6,7,2,1,7,5,5,5,15,16,2,2,9,8,8,7,9,2,9,7,13,7,5,7,24
13,4,6,6,5,12,16,3,9,4,15,1,8,31,32,9,12,13,8,8,8,15,11,6,11,13,7,9,6,14,18,12,9,8,2,13,3,9,12,4,2,11,11,15,12,16,8,14,2,16
11,13,4,4,9,13,32,5,7,3,1,14,13,18,18,1,4,4,5,11,16,1,9,13,7,12,1,1,7,1,7,1,6,1,15,10,10,12,9,6,13,12,8,7,1,1,1,10,3,18
1,15,4,9,8,4,27,4,1,4,12,3,8,33,23,10,13,11,11,5,14,3,5,14,10,7,2,6,12,12,1,10,4,6,12,11,6,10,2,5,14,1,13,4,13,17,5,11,8,32
7,1,7,9,6,2,21,5,7,11,6,13,16,9,27,14,8,14,9,1,9,1,11,15,15,11,8,4,12,3,6,2,3,6,4,6,7,14,4,10,9,13,12,9,14,12,9,7,3,15
2,5,14,2,2,7,23,4,3,7,17,2,2,24,2,5,4,11,7,1,15,10,10,16,13,1,2,4,17,4,12,2,6,2,2,10,9,6,11,4,13,14,2,5,16,7,2,2,6,13
11,6,8,5,4,10,25,7,6,4,14,10,3,11,12,11,2,13,1,5,14,15,11,6,13,13,6,9,3,12,15,11,9,1,11,11,6,9,6,6,10,14,11,9,7,6,1,1,2,30
13,9,13,6,6,2,22,9,9,10,14,7,10,35,32,12,6,13,3,13,15,5,2,17,5,10,9,4,17,16,13,7,4,8,11,11,13,12,7,4,12,11,3,13,12,9,8,14,1,9
1,1,6,4,6,9,7,13,8,9,8,13,7,27,27,13,8,11,3,7,11,1,10,3,15,7,4,4,17,12,6,3,3,9,8,3,14,10,7,5,16,13,12,5,14,9,6,9,9,11
12,10,2,9,1,7,21,7,7,1,6,13,9,1,25,5,10,5,7,1,11,9,1,1,3,3,5,2,13,3,16,7,7,11,14,8,7,1,2,10,1,14,12,4,8,7,2,6,3,34
10,13,14,4,5,1,3,2,13,9,6,13,3,37,29,4,12,3,9,17,9,13,11,16,7,1,7,3,11,9,11,3,8,10,6,7,7,15,8,9,3,16,12,7,12,4,3,3,7,8
3,1,7,10,1,5,35,15,7,7,1,6,11,18,18,2,11,4,9,6,2,6,10,9,13,8,5,1,14,6,9,6,1,2,9,7,7,12,12,14,7,8,8,7,11,3,1,12,12,16
10,7,14,3,4,10,18,1,1,10,2,10,4,17,13,5,13,16,6,5,3,13,5,3,3,11,3,3,8,13,16,4,9,7,2,13,6,15,3,9,4,6,8,14,10,4,4,2,3,33
1,7,2,9,1,13,11,12,7,12,1,13,13,29,36,5,10,3,8,10,8,12,9,1,6,4,5,2,11,3,10,9,7,6,4,8,1,14,10,11,5,4,4,3,2,10,7,12,3,1
12,2,6,4,1,13,28,12,2,1,16,11,8,16,21,3,9,4,8,7,11,3,7,9,8,3,2,1,11,7,13,3,4,11,6,2,6,10,2,1,1,10,9,13,6,11,6,11,7,34
6,2,6,9,1,6,11,13,7,6,4,6,16,8,36,6,14,17,12,3,4,8,4,6,6,9,6,3,8,5,4,1,6,16,16,5,13,6,6,7,4,6,8,5,8,7,6,1,2,18
10,14,1,6,4,7,12,15,14,17,14,6,16,27,16,10,12,10,3,15,16,17,12,9,7,3,8,3,13,4,16,12,3,14,2,10,11,10,12,6,13,4,8,14,3,1,8,2,6,36
7,1,7,8,6,15,9,14,7,7,17,2,13,9,30,14,2,17,7,1,15,14,6,4,15,10,1,4,17,3,7,2,3,6,18,6,7,14,11,7,17,11,12,11,14,12,9,7,3,15
