V.g..name,V.g..comm_louvain
V206,0
V207,0
V208,6
V209,2
V210,38
V211,0
V212,14
V213,13
V214,0
V215,11
V216,0
V217,37
V218,25
V219,9
V220,20
V221,27
V222,22
V223,0
V224,7
V225,1
V226,17
V227,14
V228,0
V229,0
V230,24
V231,30
V232,12
V233,4
V234,17
V235,7
V236,0
V237,12
V238,13
V239,5
V240,21
V241,1
V242,9
V243,17
V244,28
V245,4
V246,12
V247,3
V248,26
V249,11
V250,0
V251,25
V252,13
V253,0
V254,3
V255,0
V256,9
V257,0
V258,5
V259,8
V260,31
V261,8
V262,0
V263,13
V264,0
V265,8
V266,0
V267,0
V268,8
V269,31
V270,22
V271,0
V272,23
V273,0
V274,8
V275,1
V276,26
V277,2
V278,18
V279,0
V280,31
V281,20
V282,27
V283,23
V284,25
V285,26
V286,2
V287,16
V288,5
V289,0
V290,0
V291,2
V292,8
V293,1
V294,30
V295,21
V296,6
V297,1
V298,1
V299,31
V300,0
V301,11
V302,16
V303,2
V304,28
V305,0
V306,4
V307,0
V308,14
V309,1
V310,13
V311,0
V312,1
V313,5
V314,1
V315,33
V316,3
V317,15
V318,24
V319,15
V320,1
V321,10
V322,0
V323,3
V324,27
V325,27
V326,7
V327,6
V328,14
V329,4
V330,3
V331,25
V332,1
V333,25
V334,1
V335,0
V336,0
V337,4
V338,22
V339,12
V340,28
V341,24
V342,0
V343,10
V344,0
V345,32
V346,17
V347,27
V348,15
V349,15
V350,3
V351,9
V352,0
V353,14
V354,15
V355,28
V356,20
V357,36
V358,14
V359,17
V360,19
V361,15
V362,0
V363,4
V364,23
V365,0
V366,8
V367,19
V368,0
V369,0
V370,24
V371,23
V372,32
V373,24
V374,10
V375,2
V376,6
V377,1
V378,8
V379,19
V380,3
V381,7
V382,20
V383,0
V384,18
V385,0
V386,18
V387,20
V388,2
V389,2
V390,0
V391,35
V392,30
V393,2
V394,0
V395,7
V396,17
V397,0
V398,18
V399,15
V400,2
V401,20
V402,16
V403,21
V404,29
V405,22
V406,24
V407,27
V408,11
V409,27
V410,21
V411,1
V412,6
V413,6
V414,16
V415,0
V416,18
V417,0
V418,26
V419,4
V420,27
V421,1
V422,6
V423,2
V424,35
V425,21
V426,1
V427,0
V428,18
V429,2
V430,4
V431,23
V432,30
V433,0
V434,21
V435,19
V436,7
V437,4
V438,32
V439,4
V440,7
V441,5
V442,0
V443,0
V444,6
V445,31
V446,1
V447,6
V448,24
V449,22
V450,12
V451,14
V452,17
V453,3
V454,15
V455,29
V456,2
V457,29
V458,1
V459,3
V460,24
V461,12
V462,1
V463,3
V464,23
V465,5
V466,1
V467,25
V468,11
V469,3
V470,24
V471,8
V472,10
V473,9
V474,35
V475,11
V476,5
V477,0
V478,0
V479,8
V480,10
V481,15
V482,0
V483,5
V484,32
V485,0
V486,24
V487,3
V488,0
V489,16
V490,15
V491,9
V492,5
V493,28
V494,29
V495,3
V496,0
V497,0
V498,23
V499,12
V500,5
V501,8
V502,5
V503,6
V504,14
V505,5
V506,7
V507,14
V508,13
V509,29
V510,0
V511,28
V512,15
V513,24
V514,9
V515,14
V516,0
V517,25
V518,37
V519,8
V520,0
V521,5
V522,23
V523,7
V524,30
V525,11
V526,9
V527,0
V528,22
V529,33
V530,33
V531,21
V532,26
V533,35
V534,6
V535,16
V536,16
V537,4
V538,9
V539,0
V540,8
V541,37
V542,7
V543,8
V544,9
V545,0
V546,22
V547,0
V548,0
V549,0
V550,8
V551,6
V552,3
V553,4
V554,12
V555,37
V556,0
V557,0
V558,14
V559,2
V560,25
V561,34
V562,10
V563,26
V564,1
V565,0
V566,14
V567,27
V568,0
V569,1
V570,12
V571,29
V572,13
V573,3
V574,0
V575,1
V576,18
V577,32
V578,12
V579,12
V580,2
V581,17
V582,34
V583,15
V584,7
V585,17
V586,28
V587,34
V588,24
V589,10
V590,13
V591,38
V592,7
V593,19
V594,0
V595,27
V596,19
V597,14
V598,1
V599,11
V600,0
V601,3
V602,15
V603,0
V604,11
V605,17
V606,22
V607,26
V608,0
V609,17
V610,32
V611,6
V612,22
V613,13
V614,0
V615,11
V616,4
V617,25
V618,20
V619,12
V620,19
V621,11
V622,26
V623,26
V624,7
V625,15
V626,29
V627,0
V628,1
V629,21
V630,29
V631,13
V632,1
V633,29
V634,25
V635,11
V636,20
V637,9
V638,30
V639,23
V640,2
V641,12
V642,12
V643,31
V644,3
V645,35
V646,15
V647,28
V648,0
V649,24
V650,2
V651,8
V652,12
V653,36
V654,8
V655,0
V656,33
V657,8
V658,21
V659,12
V660,35
V661,11
V662,28
V663,28
V664,0
V665,12
V666,4
V667,4
V668,4
V669,1
V670,5
V671,18
V672,26
V673,26
V674,20
V675,4
V676,21
V677,18
V678,2
V679,4
V680,5
V681,1
V682,33
V683,11
V684,8
V685,0
V686,8
V687,14
V688,3
V689,18
V690,2
V691,7
V692,24
V693,29
V694,0
V695,19
V696,10
V697,16
V698,28
V699,10
V700,10
V701,14
V702,2
V703,15
V704,5
V705,13
V706,13
V707,0
V708,22
V709,34
V710,5
V711,37
V712,0
V713,29
V714,10
V715,4
V716,27
V717,18
V718,32
V719,0
V720,0
V721,5
V722,0
V723,3
V724,25
V725,0
V726,18
V727,13
V728,2
V729,6
V730,30
V731,0
V732,33
V733,7
V734,24
V735,5
V736,0
V737,25
V738,2
V739,0
V740,3
V741,13
V742,11
V743,0
V744,16
V745,25
V746,8
V747,20
V748,1
V749,13
V750,9
V751,3
V752,6
V753,6
V754,30
V755,0
V756,23
V757,38
V758,16
V759,3
V760,9
V761,4
V762,7
V763,26
V764,16
V765,5
V766,25
V767,23
V768,0
V769,13
V770,17
V771,0
V772,6
V773,22
V774,19
V775,2
V776,2
V777,20
V778,27
V779,2
V780,11
V781,0
V782,30
V783,23
V784,3
V785,9
V786,0
V787,9
V788,6
V789,18
V790,5
V791,4
V792,33
V793,22
V794,9
V795,4
V796,12
V797,27
V798,26
V799,5
V800,3
V801,2
V802,4
V803,6
V804,1
V805,32
V806,9
V807,31
V808,4
V809,2
V810,32
V811,5
V812,16
V813,31
V814,1
V815,23
V816,0
V817,0
V818,20
V819,16
V820,1
V821,13
V822,12
V823,6
V824,27
V825,4
V826,0
V827,18
V828,17
V829,30
V830,0
V831,17
V832,32
V833,6
V834,32
V835,3
V836,5
V837,0
V838,18
V839,17
V840,6
V841,19
V842,13
V843,14
V844,4
V845,32
V846,1
V847,13
V848,6
V849,17
V850,6
V851,0
V852,13
V853,0
V854,0
V855,10
V856,17
V857,7
V858,13
V859,28
V860,4
V861,14
V862,0
V863,8
V864,10
V865,20
V866,32
V867,6
V868,8
V869,17
V870,0
V871,10
V872,1
V873,29
V874,14
V875,5
V876,0
V877,8
V878,19
V879,3
V880,0
V881,1
V882,20
V883,30
V884,6
V885,3
V886,26
V887,23
V888,22
V889,26
V890,0
V891,2
V892,18
V893,5
V894,15
V895,22
V896,12
V897,20
V898,36
V899,23
V900,2
V901,8
V902,18
V903,3
V904,12
V905,31
V906,16
V907,15
V908,35
V909,11
V910,1
V911,0
V912,0
V913,26
V914,0
V915,1
V916,26
V917,3
V918,21
V919,1
V920,0
V921,1
V922,21
V923,21
V924,30
V925,27
V926,8
V927,27
V928,0
V929,22
V930,6
V931,0
V932,23
V933,25
V934,16
V935,10
V936,2
V937,4
V938,0
V939,0
V940,17
V941,34
V942,7
V943,35
V944,21
V945,24
V946,2
V947,10
V948,10
V949,7
V950,15
V951,5
V952,6
V953,10
V954,13
V955,4
V956,29
V957,16
V958,0
V959,1
V960,10
V961,19
V962,22
V963,18
V964,10
V965,0
V966,31
V967,0
V968,4
V969,1
V970,0
V971,25
V972,25
V973,0
V974,15
V975,11
V976,36
V977,2
V978,13
V979,6
V980,0
V981,3
V982,11
V983,1
V984,15
V985,31
V986,0
V987,3
V988,2
V989,19
V990,20
V991,0
V992,10
V993,4
V994,31
V995,9
V996,18
V997,16
V998,16
V999,33
