V.g..name,V.g..comm_louvain
V578,34
V579,32
V580,1
V581,22
V582,4
V583,30
V584,8
V585,12
V586,22
V587,31
V588,12
V589,14
V590,2
V591,59
V592,26
V593,3
V594,24
V595,24
V596,2
V597,48
V598,7
V599,9
V600,3
V601,18
V602,8
V603,6
V604,21
V605,12
V606,12
V607,54
V608,17
V609,16
V610,12
V611,15
V612,7
V613,0
V614,12
V615,1
V616,58
V617,11
V618,22
V619,34
V620,26
V621,43
V622,19
V623,22
V624,5
V625,14
V626,8
V627,2
V628,14
V629,50
V630,1
V631,6
V632,14
V633,0
V634,29
V635,9
V636,27
V637,0
V638,29
V639,4
V640,2
V641,7
V642,15
V643,46
V644,21
V645,9
V646,49
V647,21
V648,11
V649,41
V650,8
V651,17
V652,41
V653,20
V654,6
V655,58
V656,14
V657,0
V658,1
V659,3
V660,37
V661,3
V662,52
V663,30
V664,1
V665,56
V666,15
V667,16
V668,18
V669,55
V670,5
V671,33
V672,10
V673,47
V674,23
V675,17
V676,16
V677,12
V678,26
V679,30
V680,3
V681,0
V682,56
V683,19
V684,37
V685,53
V686,22
V687,36
V688,33
V689,32
V690,37
V691,25
V692,48
V693,8
V694,35
V695,0
V696,15
V697,18
V698,16
V699,5
V700,1
V701,18
V702,4
V703,1
V704,20
V705,17
V706,16
V707,44
V708,6
V709,1
V710,28
V711,34
V712,38
V713,32
V714,13
V715,4
V716,4
V717,21
V718,8
V719,21
V720,20
V721,6
V722,3
V723,22
V724,19
V725,46
V726,33
V727,19
V728,20
V729,10
V730,46
V731,10
V732,19
V733,47
V734,39
V735,1
V736,34
V737,15
V738,24
V739,24
V740,18
V741,7
V742,22
V743,32
V744,9
V745,45
V746,14
V747,0
V748,52
V749,0
V750,29
V751,41
V752,1
V753,26
V754,18
V755,24
V756,22
V757,19
V758,41
V759,31
V760,1
V761,53
V762,13
V763,8
V764,12
V765,2
V766,5
V767,5
V768,4
V769,16
V770,4
V771,2
V772,19
V773,6
V774,40
V775,5
V776,59
V777,38
V778,9
V779,1
V780,2
V781,42
V782,3
V783,40
V784,8
V785,12
V786,2
V787,1
V788,2
V789,1
V790,51
V791,25
V792,24
V793,6
V794,36
V795,33
V796,11
V797,23
V798,7
V799,50
V800,1
V801,30
V802,15
V803,30
V804,26
V805,38
V806,10
V807,30
V808,40
V809,49
V810,28
V811,8
V812,5
V813,19
V814,15
V815,40
V816,34
V817,37
V818,19
V819,11
V820,30
V821,46
V822,56
V823,7
V824,3
V825,1
V826,14
V827,34
V828,3
V829,59
V830,31
V831,1
V832,8
V833,0
V834,59
V835,19
V836,11
V837,36
V838,6
V839,23
V840,10
V841,50
V842,13
V843,52
V844,39
V845,22
V846,35
V847,37
V848,13
V849,28
V850,13
V851,7
V852,53
V853,12
V854,9
V855,43
V856,47
V857,20
V858,36
V859,20
V860,10
V861,11
V862,10
V863,31
V864,15
V865,55
V866,49
V867,3
V868,12
V869,4
V870,1
V871,11
V872,13
V873,35
V874,36
V875,0
V876,20
V877,52
V878,36
V879,14
V880,42
V881,5
V882,8
V883,23
V884,18
V885,9
V886,34
V887,32
V888,5
V889,29
V890,28
V891,8
V892,7
V893,44
V894,6
V895,0
V896,36
V897,27
V898,13
V899,11
V900,41
V901,39
V902,0
V903,20
V904,21
V905,31
V906,15
V907,40
V908,45
V909,5
V910,23
V911,3
V912,24
V913,6
V914,38
V915,3
V916,0
V917,2
V918,5
V919,27
V920,4
V921,26
V922,3
V923,4
V924,31
V925,23
V926,33
V927,15
V928,28
V929,2
V930,25
V931,46
V932,1
V933,16
V934,0
V935,14
V936,28
V937,2
V938,5
V939,18
V940,43
V941,9
V942,9
V943,25
V944,5
V945,26
V946,1
V947,19
V948,33
V949,59
V950,32
V951,19
V952,6
V953,8
V954,23
V955,16
V956,0
V957,6
V958,16
V959,0
V960,52
V961,18
V962,20
V963,3
V964,27
V965,35
V966,5
V967,5
V968,6
V969,32
V970,54
V971,17
V972,11
V973,36
V974,14
V975,23
V976,45
V977,29
V978,17
V979,57
V980,3
V981,30
V982,15
V983,1
V984,4
V985,26
V986,9
V987,12
V988,11
V989,57
V990,27
V991,5
V992,29
V993,6
V994,29
V995,36
V996,34
V997,35
V998,10
V999,29
