V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
6,2,3,1,36,8,2,38,1,26,1,6,10,14,1,2,8,2,7,14,2,6,10,1,32,2,4,8,2,6,12,6,8,31,11,9,2,11,1,6,7,6,39,35,14,1,1,8,10,1
13,1,7,7,19,7,5,3,10,10,1,1,1,2,13,8,8,9,8,8,7,1,3,14,10,1,2,8,2,8,9,15,12,1,8,1,5,3,11,7,1,13,25,8,3,8,3,13,8,21
7,2,13,3,8,8,10,12,2,30,1,3,10,8,30,5,13,3,8,3,8,6,35,27,38,8,2,16,2,9,22,8,6,12,8,9,2,10,12,2,28,3,15,2,14,1,2,3,7,32
13,5,14,1,23,14,12,19,14,28,8,12,3,9,32,5,3,5,8,12,1,14,22,24,34,8,15,1,1,11,32,11,3,11,15,8,5,7,13,6,26,8,26,36,9,12,7,8,10,23
7,4,3,6,17,3,3,33,12,30,8,3,2,9,25,3,15,11,11,3,9,3,35,28,22,8,13,6,4,4,22,3,3,16,1,9,9,1,10,14,28,12,27,38,11,6,1,3,4,22
14,7,3,6,33,2,6,14,7,27,5,3,10,14,18,4,2,3,15,14,4,6,36,2,17,2,6,7,3,3,1,11,14,7,7,13,12,7,13,9,7,14,40,23,8,7,8,12,9,3
17,2,7,6,36,2,12,34,2,37,4,2,6,14,32,11,14,1,15,12,4,11,2,15,34,12,14,16,7,2,22,11,5,11,2,15,7,5,13,8,7,1,31,36,11,11,7,8,12,36
11,5,1,6,32,13,12,30,13,33,4,13,3,1,11,11,2,13,16,11,2,8,22,30,14,12,4,10,8,15,31,11,7,33,8,9,1,10,1,7,27,6,34,37,14,13,8,5,10,20
16,3,12,4,30,6,2,23,2,2,1,2,6,6,2,4,2,2,15,2,2,6,38,1,3,8,3,2,2,9,25,2,10,22,3,7,2,2,8,2,1,2,2,27,2,2,2,2,4,21
8,15,1,5,14,9,2,30,9,9,6,5,11,11,18,9,11,3,11,14,7,7,12,15,15,4,9,2,7,6,16,7,11,19,13,12,7,4,10,12,9,11,25,37,5,5,5,13,11,39
4,11,10,4,38,8,12,21,2,14,4,2,3,7,28,11,2,11,7,4,1,4,8,6,26,9,11,4,8,13,29,2,4,13,10,3,1,3,11,8,26,6,11,22,4,13,4,1,1,40
15,15,2,5,27,9,1,19,5,6,7,13,1,6,10,2,4,4,9,6,2,3,19,22,19,4,6,6,6,8,36,15,12,16,7,12,8,10,5,1,13,9,37,21,3,10,4,4,2,10
13,1,7,4,13,8,7,10,4,10,2,8,6,6,35,4,8,2,9,4,5,5,29,9,33,8,3,6,6,8,26,4,7,9,9,5,7,11,7,1,13,10,25,19,11,12,5,7,12,2
1,10,7,4,37,14,7,10,7,16,5,10,8,14,18,4,13,1,15,14,5,10,17,19,25,11,8,7,3,1,20,4,14,25,14,13,12,2,8,1,30,14,14,27,11,1,3,8,12,17
9,12,3,5,3,8,9,11,1,6,5,13,4,13,10,3,9,13,2,13,2,3,31,36,26,1,12,6,8,13,7,12,4,3,3,6,3,3,10,5,26,4,12,21,6,10,3,2,9,38
4,14,14,4,8,2,3,7,11,5,6,6,6,14,31,5,11,5,11,11,5,7,33,9,18,2,6,9,3,9,1,3,10,7,7,11,8,8,3,6,21,5,35,31,9,7,3,12,7,39
5,12,10,5,30,14,9,29,1,12,5,11,4,10,26,4,9,13,1,14,1,14,14,31,26,1,12,8,6,13,29,11,14,26,11,6,10,2,10,3,19,4,31,21,6,13,3,1,10,30
5,1,1,6,32,13,12,30,13,33,4,13,3,1,11,11,2,13,16,11,2,8,14,30,14,12,8,10,8,15,29,11,7,33,11,9,1,5,1,7,27,6,34,37,14,13,8,5,10,20
13,3,3,3,3,14,5,3,3,12,1,3,3,15,13,1,12,9,8,8,7,1,3,14,35,8,2,8,1,8,3,15,12,3,14,1,10,8,3,2,3,4,10,3,1,12,3,1,3,29
11,11,14,3,37,7,7,2,11,16,1,1,5,1,24,2,12,4,15,8,9,1,2,18,20,6,7,11,3,3,9,2,4,15,16,8,12,3,8,10,12,6,38,39,5,14,5,10,5,40
5,6,5,3,5,4,5,6,7,6,3,2,6,6,5,3,4,12,5,5,4,11,6,6,6,5,5,15,5,10,6,16,5,6,6,5,11,6,5,5,6,6,6,6,15,6,8,4,6,3
1,1,1,4,22,13,10,15,1,27,9,1,9,1,9,3,10,13,2,1,6,4,1,7,1,8,11,2,1,6,17,13,9,15,4,4,1,5,1,5,11,13,14,24,17,9,4,1,1,27
6,3,3,2,8,6,10,28,8,27,1,3,8,15,12,7,8,6,11,1,8,10,12,8,20,9,16,6,6,1,18,8,13,34,2,4,8,2,6,1,24,10,4,18,12,9,1,3,2,32
18,4,16,2,4,7,4,15,10,19,2,1,8,4,34,3,4,4,3,11,6,3,25,4,28,10,4,2,3,8,4,4,16,23,5,3,4,4,1,7,1,8,27,31,11,4,4,13,11,28
3,3,11,1,3,4,3,2,4,24,1,1,7,13,27,1,8,8,1,3,7,1,3,18,16,8,16,11,1,3,11,9,3,8,1,1,3,3,3,1,3,15,7,34,9,3,1,7,3,1
9,1,7,6,2,7,2,10,2,10,7,9,6,6,9,8,8,7,8,1,5,8,5,21,10,7,8,10,5,8,10,9,14,1,9,13,5,9,11,7,10,5,5,10,6,5,5,4,1,2
2,12,2,7,24,6,11,29,6,2,4,3,4,5,31,10,3,5,13,2,7,2,13,9,31,2,15,2,6,7,6,16,8,2,3,13,12,7,7,6,27,4,30,12,9,7,4,12,9,16
10,11,9,7,24,8,2,3,2,26,8,6,7,5,31,10,8,13,3,6,5,1,34,9,15,2,10,12,4,9,35,13,6,28,2,1,2,5,2,6,10,8,25,8,1,8,1,3,3,8
12,9,2,7,19,13,5,21,8,38,1,1,3,15,18,12,16,6,11,5,1,9,39,29,21,6,15,3,8,3,21,12,11,35,16,9,12,12,10,1,31,4,34,4,1,10,3,9,6,32
10,12,9,8,39,9,2,33,13,26,6,10,5,12,15,7,5,8,10,2,3,7,15,31,3,8,17,16,7,5,23,11,2,30,5,8,13,5,8,3,33,2,29,23,2,11,5,12,4,35
14,11,7,3,14,10,8,8,9,29,8,12,5,6,6,5,4,11,5,14,5,7,19,25,6,6,5,6,2,12,19,8,11,16,14,12,11,4,5,6,13,12,40,9,17,11,5,2,11,10
4,12,4,2,18,6,12,9,13,4,3,11,4,2,6,5,2,10,7,13,7,12,14,38,38,1,4,4,8,4,19,11,1,36,11,12,2,7,4,6,17,4,37,22,2,13,6,5,3,38
4,5,13,2,18,9,2,17,5,6,4,9,3,3,38,8,9,5,4,4,10,8,15,12,30,10,11,10,7,9,30,15,7,30,11,9,4,5,1,7,18,2,16,40,6,11,4,8,2,36
7,10,2,2,1,6,7,17,9,31,3,1,8,4,6,5,9,11,5,4,10,12,17,12,33,1,5,6,8,12,19,8,9,36,16,9,4,7,10,6,17,4,23,6,2,1,9,5,2,34
4,5,9,8,39,9,2,31,13,34,1,7,5,12,15,9,9,5,14,4,3,7,15,12,14,2,17,8,7,9,23,11,2,30,5,8,6,5,8,3,17,2,14,25,2,11,8,6,4,13
5,9,4,7,4,9,6,4,5,11,6,4,5,4,4,3,10,3,4,4,1,3,11,12,11,1,4,4,3,5,13,10,9,4,4,9,6,3,8,3,4,16,23,4,10,5,4,6,4,4
13,8,3,7,19,7,5,3,10,12,1,1,1,16,13,12,12,9,8,8,7,1,3,14,35,1,2,8,1,8,3,15,12,1,14,1,10,8,3,6,3,4,10,8,1,12,3,1,3,29
14,11,7,7,17,10,8,8,9,29,8,12,2,6,6,4,4,3,3,14,5,12,19,31,6,11,5,7,2,12,19,8,11,4,14,12,11,4,5,6,13,12,40,36,17,11,9,2,9,10
13,2,10,4,13,9,9,21,8,8,5,1,4,6,26,7,10,11,15,4,1,14,15,19,6,1,12,13,7,1,13,10,9,27,4,9,7,1,8,8,30,9,22,15,6,11,3,1,11,11
5,4,12,5,12,10,10,16,5,12,7,3,7,10,16,4,11,2,11,5,9,3,14,6,13,2,12,9,3,10,18,12,10,12,3,3,10,13,2,13,12,16,15,27,12,2,1,11,10,37
12,3,3,4,17,2,3,21,3,24,1,3,4,5,12,3,8,8,7,12,7,1,35,8,22,2,16,9,4,4,5,5,3,8,2,1,12,11,3,11,10,3,4,11,9,9,1,3,1,19
5,10,14,4,10,4,1,22,8,33,2,11,8,10,14,4,4,10,3,1,6,10,20,3,5,1,12,5,8,4,33,4,14,12,14,9,7,2,11,8,22,10,19,35,11,6,6,2,12,28
7,4,15,5,1,8,6,8,7,8,5,11,8,5,20,11,13,1,10,6,4,14,1,40,29,2,6,5,7,10,20,11,13,2,11,6,5,14,2,9,25,14,6,29,15,1,9,12,4,21
12,10,12,4,10,4,1,38,6,33,2,5,8,10,17,4,4,10,3,14,6,13,35,3,5,5,10,5,8,9,30,4,1,28,10,6,7,10,11,8,5,10,24,35,9,6,6,7,5,28
13,3,10,4,13,8,5,5,3,13,8,2,1,6,13,11,3,1,5,5,9,15,14,14,36,2,3,12,4,13,16,3,4,13,13,3,11,5,3,8,13,9,12,15,4,13,8,5,9,11
7,13,11,6,12,11,13,23,4,19,8,11,10,8,30,3,15,11,8,3,7,2,35,27,38,8,13,16,4,10,25,6,6,16,8,8,2,10,12,2,5,3,15,2,9,3,2,3,4,7
6,2,1,1,36,1,10,38,1,1,1,11,10,1,1,1,9,1,1,14,9,1,32,1,32,1,1,7,1,1,14,6,1,1,11,9,1,11,1,1,1,1,1,1,1,1,1,1,10,1
6,16,4,6,32,3,6,39,4,28,3,5,2,7,28,9,10,4,4,4,9,6,9,13,16,12,16,11,7,13,30,6,9,13,10,2,3,3,4,8,26,2,11,16,4,8,7,6,5,27
18,4,13,4,30,11,2,15,2,34,8,7,8,12,34,7,11,6,8,10,3,12,30,31,7,10,3,3,8,9,4,12,2,15,5,8,9,15,9,2,23,3,7,17,11,9,8,12,3,6
11,2,4,2,8,2,6,9,11,26,1,8,8,3,39,5,6,5,10,11,2,7,22,39,3,10,2,7,2,12,8,3,2,4,14,2,12,15,4,3,22,2,8,2,1,3,9,12,9,35
13,9,12,4,11,15,11,5,8,13,8,13,1,6,13,11,3,2,5,5,7,15,38,7,36,2,4,8,2,13,16,8,4,13,13,8,11,11,3,8,9,9,12,15,4,13,8,1,9,11
4,14,7,4,8,2,7,25,11,5,5,8,10,8,31,5,11,5,15,11,5,6,13,27,38,12,12,9,3,10,35,3,6,9,12,9,2,8,12,2,21,5,8,2,14,3,3,12,7,9
5,4,15,7,16,9,9,27,4,32,3,10,5,5,36,12,10,6,8,12,5,12,17,23,33,1,15,7,5,5,19,6,9,26,4,1,6,7,8,6,14,4,4,27,10,1,6,6,10,19
4,14,4,2,8,2,7,9,11,23,5,8,10,8,35,5,7,5,9,11,2,7,13,9,12,1,2,9,2,2,9,5,6,9,8,11,2,4,12,2,22,5,8,2,14,3,5,12,7,9
10,4,9,6,20,5,5,34,6,28,8,2,6,12,16,9,5,5,4,4,1,5,15,16,34,12,14,13,7,5,33,11,8,30,14,2,13,7,2,3,33,2,33,36,11,2,7,11,11,23
13,11,13,5,24,8,2,39,11,26,7,6,2,3,31,5,15,2,4,11,4,5,10,9,2,5,15,2,6,6,8,3,10,9,2,5,2,11,11,2,21,3,29,2,1,3,4,12,7,8
5,4,13,1,30,4,5,22,13,31,8,11,6,12,14,10,4,6,2,10,4,5,21,3,35,1,12,2,8,9,6,7,1,6,14,5,1,7,10,8,6,4,6,4,11,6,8,2,4,4
4,4,6,3,14,3,2,38,5,6,3,7,7,12,31,3,5,5,11,6,2,4,31,5,7,2,3,9,4,7,5,14,2,2,5,5,4,8,6,4,11,5,7,30,9,7,1,3,7,6
10,15,1,5,12,9,3,35,2,21,7,13,4,2,30,3,15,1,14,6,6,14,9,35,14,8,13,3,7,1,17,15,5,15,5,15,9,3,8,5,19,5,14,17,16,12,8,10,7,13
5,11,1,2,33,14,4,4,1,12,5,3,10,10,3,6,17,3,10,7,1,6,14,34,9,5,9,4,3,9,4,4,5,12,12,3,7,14,9,13,12,1,37,36,17,6,3,1,3,37
5,13,12,1,28,3,13,38,5,33,2,5,7,3,27,4,2,10,5,3,9,13,35,5,5,4,10,5,7,9,30,6,1,28,10,6,10,10,11,8,5,8,15,20,15,6,1,3,5,5
8,11,11,4,16,9,6,10,9,14,1,2,1,12,36,11,11,2,16,4,1,5,15,24,16,6,11,10,1,3,15,12,13,10,13,8,6,12,10,3,4,10,11,14,4,14,7,6,6,25
7,10,4,2,1,6,7,9,7,31,3,6,7,1,6,5,2,11,6,4,6,12,7,7,33,1,7,7,6,2,19,6,9,36,11,2,3,7,4,6,17,4,7,6,2,1,6,5,2,34
5,11,14,7,33,2,1,33,8,20,8,12,10,10,3,6,16,3,2,3,6,10,20,34,22,6,6,5,3,7,29,11,11,12,7,1,11,14,3,10,20,11,19,36,9,6,4,3,6,3
17,11,7,4,20,6,1,6,13,14,1,2,6,2,21,10,16,9,13,12,5,2,19,21,33,7,10,16,8,2,36,11,10,22,2,12,4,3,13,12,29,9,11,36,6,11,5,7,3,35
15,3,2,6,9,15,13,27,1,26,8,2,6,3,36,11,17,1,9,3,1,8,23,25,13,12,14,15,5,7,33,5,6,12,3,2,13,13,10,1,24,16,33,27,13,2,9,5,5,6
18,14,3,3,33,13,4,21,7,38,8,3,3,11,3,6,10,6,11,10,3,9,16,34,7,5,15,3,8,3,4,12,1,12,2,13,12,14,9,12,23,3,37,17,1,3,3,11,3,3
3,4,8,2,11,4,8,20,12,11,2,6,4,4,16,3,3,6,11,2,6,3,4,4,4,2,13,14,3,4,24,4,9,4,16,5,8,11,4,1,35,5,23,30,9,4,9,7,4,34
4,4,2,3,33,2,3,5,3,5,5,3,3,5,16,1,11,4,12,12,2,4,40,9,32,2,11,5,1,6,3,2,13,20,3,4,8,6,3,1,3,3,30,5,4,5,3,12,4,3
17,5,11,4,31,6,7,39,8,22,8,7,1,9,33,4,14,5,10,2,5,14,37,30,33,8,10,7,6,2,21,4,14,31,14,8,4,2,13,12,22,15,7,36,14,4,8,7,12,33
14,3,10,7,15,9,6,13,13,15,1,2,9,6,13,10,6,1,9,8,2,9,23,20,13,6,10,12,5,10,15,11,5,13,7,10,5,5,6,8,13,9,1,15,13,6,3,4,9,6
6,9,3,6,9,14,13,23,1,26,4,2,10,3,25,1,15,2,4,3,2,6,27,1,15,5,3,14,7,7,33,12,3,22,3,2,5,6,6,12,24,16,2,27,8,2,1,3,5,6
16,12,2,4,33,13,5,39,2,16,8,9,2,11,2,6,15,12,15,10,1,12,2,33,17,7,7,2,3,6,27,9,15,9,12,3,13,14,8,4,16,16,18,20,8,14,4,2,3,17
11,5,4,7,5,5,6,34,9,11,3,4,1,11,4,9,10,4,16,4,1,5,11,24,33,12,11,7,7,3,15,10,9,13,14,8,6,3,4,8,4,2,11,14,10,13,7,6,4,18
13,7,7,5,6,8,3,1,8,10,7,6,2,3,17,5,15,2,4,11,4,5,34,9,20,5,8,6,6,6,8,12,10,9,2,5,2,11,6,1,13,3,29,7,1,10,4,12,1,2
1,1,1,1,32,4,10,26,1,4,2,13,3,1,10,11,14,13,7,1,7,8,14,30,39,9,8,4,8,8,4,15,9,33,11,3,1,5,11,5,27,13,34,22,11,13,3,5,7,37
4,5,6,1,2,3,1,21,5,5,8,5,7,14,4,4,12,13,4,3,1,4,5,5,28,10,14,7,2,10,5,2,14,5,2,4,10,12,2,4,5,14,4,23,9,5,1,3,5,5
8,5,13,7,14,1,5,30,9,9,2,11,5,9,18,9,11,7,11,14,7,7,38,15,21,1,15,8,6,2,16,7,11,19,3,15,7,4,10,12,9,11,21,9,4,5,5,13,11,39
12,16,14,4,10,7,12,17,2,36,2,7,11,9,8,10,5,8,3,1,6,14,28,8,24,8,9,10,6,9,7,4,7,13,10,14,7,3,11,8,31,10,24,19,9,10,2,7,4,28
9,2,1,5,18,4,9,25,5,35,7,10,6,14,5,8,15,12,12,14,8,15,23,27,13,9,9,15,3,10,35,5,5,34,13,9,13,13,5,5,33,13,20,40,5,1,4,4,13,34
10,14,16,7,3,8,2,11,7,32,5,8,6,4,20,4,13,13,5,14,4,11,34,19,29,8,10,9,7,1,24,16,5,2,13,10,8,11,3,4,6,2,32,29,15,8,5,6,4,25
17,16,9,4,13,9,9,20,2,17,3,1,2,9,26,7,15,6,8,12,5,6,34,14,16,8,15,3,4,1,22,11,2,16,10,15,13,1,8,8,33,5,18,7,8,6,5,6,5,22
12,7,2,7,12,13,10,16,9,10,5,2,6,6,18,10,4,7,5,5,5,2,4,11,12,2,9,6,8,10,10,10,11,20,9,5,2,2,5,10,32,9,18,6,6,4,5,6,2,10
2,3,9,1,30,4,9,2,5,2,1,1,4,9,32,10,8,8,2,13,1,2,21,5,31,8,12,2,1,9,34,11,3,24,14,1,3,3,2,11,26,4,26,34,9,9,7,2,3,38
10,5,2,4,31,2,2,5,4,5,3,7,5,5,4,4,5,3,4,12,5,4,5,10,5,4,2,5,4,5,23,2,4,5,5,4,13,5,8,4,13,5,5,25,17,4,5,3,4,22
13,1,7,5,19,15,5,3,8,10,1,13,1,2,13,11,17,9,5,8,7,1,3,33,27,2,15,8,2,8,34,15,12,14,13,1,5,3,3,7,1,13,19,1,4,13,3,13,8,21
6,7,4,5,20,5,3,28,12,23,7,2,2,15,17,10,1,2,4,5,4,8,34,9,20,5,8,6,5,6,18,12,14,29,2,6,2,11,6,7,2,3,36,7,12,5,4,5,7,29
14,6,14,1,25,5,8,30,14,3,6,2,2,11,34,11,6,1,16,2,2,5,30,24,34,12,14,15,7,12,15,6,5,29,6,8,6,6,10,10,7,6,30,36,5,11,7,2,2,36
12,12,4,2,5,6,7,8,1,30,7,10,4,2,2,3,1,1,15,7,4,12,17,40,11,8,5,6,8,12,19,16,14,4,14,7,13,15,8,8,26,2,40,23,11,1,9,12,9,12
4,14,4,2,14,6,3,7,5,5,1,6,11,2,37,12,10,12,11,13,3,12,33,20,5,2,7,9,3,15,34,3,9,19,13,7,13,7,8,9,19,15,32,31,12,2,3,14,3,31
11,4,12,5,11,9,3,10,5,23,5,6,1,13,12,8,11,2,11,13,2,1,34,23,31,7,12,9,2,2,34,12,10,14,13,1,4,14,12,1,29,9,22,10,12,11,3,7,10,38
12,11,4,2,18,14,7,28,13,22,3,6,8,4,30,8,9,3,7,7,5,12,17,4,8,7,3,2,8,15,12,8,9,4,16,7,4,7,1,4,19,4,23,23,6,4,4,6,2,4
14,5,7,7,24,12,6,7,5,18,3,12,3,6,23,4,16,4,9,14,1,10,32,19,25,11,6,5,1,8,1,10,5,27,7,6,6,2,9,6,30,11,19,26,10,7,1,14,2,15
9,8,1,5,25,8,9,30,14,38,7,10,6,1,38,10,9,13,6,10,2,9,12,32,21,9,17,6,8,8,9,8,1,24,15,5,1,9,11,5,18,4,10,37,5,10,4,2,8,38
2,5,13,7,6,3,2,1,3,19,7,7,11,3,1,8,6,10,15,13,3,8,5,1,28,1,2,8,2,9,26,9,9,32,10,14,4,1,6,1,7,7,34,2,1,3,2,6,10,1
13,5,10,1,26,11,3,24,14,25,5,12,2,4,19,4,13,10,4,3,6,14,22,35,28,8,13,10,3,14,13,14,9,17,15,14,10,3,11,2,25,5,38,28,9,4,8,3,4,13
8,5,16,8,19,15,11,18,13,17,3,13,4,15,13,11,6,10,6,6,7,8,30,17,27,10,2,8,8,14,8,14,14,24,3,1,5,12,10,7,32,14,34,19,4,13,1,9,6,18
4,3,5,3,11,8,10,30,14,6,3,2,2,5,38,10,12,4,13,2,2,5,26,6,12,9,11,6,8,12,15,2,8,29,6,13,8,6,6,5,2,6,30,37,5,7,3,2,2,36
4,13,16,6,28,3,11,38,11,24,5,5,3,3,27,6,6,8,14,11,1,6,35,34,8,8,6,8,7,9,30,3,7,3,5,6,10,8,8,2,5,5,15,11,16,6,1,1,5,5
14,8,7,7,40,12,4,15,7,21,3,3,8,8,8,4,1,9,2,14,1,13,1,19,25,11,4,13,2,10,23,8,14,23,14,2,11,2,9,9,20,11,10,1,15,6,6,2,7,20
5,12,9,6,30,4,1,22,8,33,2,11,5,13,14,4,4,10,2,1,5,3,14,3,35,1,12,3,8,9,29,4,14,12,14,6,13,5,11,8,32,3,19,35,11,6,6,2,12,22
11,1,10,2,29,11,7,36,9,14,5,1,2,8,28,9,9,7,7,13,6,5,9,13,16,7,2,9,2,15,26,6,9,20,9,11,2,4,3,10,14,5,1,24,6,9,9,6,3,12
4,12,4,2,18,6,12,9,13,4,3,11,4,2,34,5,2,10,7,13,7,12,14,32,38,1,4,4,8,4,19,11,1,36,11,12,2,7,4,6,17,4,37,22,2,13,6,5,3,12
4,1,1,2,22,13,7,21,13,27,7,11,6,1,29,4,10,13,15,1,3,5,18,30,5,12,11,1,3,1,26,3,9,31,14,7,1,8,1,5,30,15,14,27,13,12,3,8,12,17
4,4,13,5,26,9,2,15,9,34,7,1,5,12,15,7,5,5,11,1,3,7,15,31,14,2,3,3,5,1,4,14,2,15,5,8,13,8,8,3,33,11,14,17,2,3,9,6,7,38
17,1,15,4,11,4,8,1,4,36,2,7,11,4,29,1,14,8,6,13,6,14,28,8,27,8,7,14,6,12,9,9,9,21,10,14,11,3,1,4,18,7,24,31,9,10,2,7,10,35
10,11,7,7,15,2,2,13,7,20,8,8,3,6,21,12,17,7,5,14,8,4,37,19,29,7,10,12,8,11,20,13,4,9,12,13,8,15,12,1,6,14,9,10,14,3,5,12,12,8
5,9,1,5,5,5,5,6,6,38,3,10,6,5,17,3,4,4,5,5,4,1,6,6,6,5,5,6,5,6,34,5,3,32,3,5,6,8,6,4,8,4,6,6,5,10,4,2,6,38
11,3,8,2,22,12,10,31,6,9,1,12,6,3,9,2,10,13,9,7,6,2,10,21,2,12,2,10,2,2,2,2,11,31,2,4,6,2,1,12,24,2,1,24,2,2,5,2,6,35
3,4,4,2,7,10,3,20,12,20,2,4,4,2,16,3,9,6,11,7,6,3,4,4,4,1,13,14,3,4,24,4,9,4,5,5,4,4,4,1,35,5,22,30,9,4,9,4,4,34
1,3,10,5,26,3,1,3,9,3,7,7,8,3,15,1,7,9,11,3,5,10,23,26,7,8,3,3,5,1,26,14,3,7,3,6,3,11,3,2,7,7,34,13,11,3,3,3,4,6
6,7,3,3,20,5,10,28,12,23,3,2,2,15,17,10,12,6,4,3,4,8,13,9,20,5,14,6,7,7,18,6,14,29,2,6,2,6,6,11,2,3,30,23,12,7,1,3,4,29
10,13,6,6,3,3,12,17,10,17,8,5,7,9,3,9,2,11,5,2,10,4,2,17,7,10,11,12,7,14,32,14,11,30,3,15,10,5,4,4,16,8,35,19,9,7,1,7,5,34
18,11,16,3,27,8,11,25,12,19,8,2,3,7,17,11,1,9,4,14,4,12,34,9,30,6,16,6,8,13,33,5,5,13,10,6,2,6,6,11,26,12,11,6,11,7,4,2,8,40
3,2,10,3,14,15,8,37,7,5,6,13,11,14,13,12,4,8,5,9,4,11,38,15,39,1,9,15,3,10,35,16,5,10,12,15,11,7,10,3,7,1,13,40,1,11,8,2,7,39
4,11,2,5,14,9,10,19,9,14,5,13,9,8,28,11,11,4,5,2,2,3,26,22,19,4,11,6,6,8,3,2,4,20,12,12,8,10,3,3,14,12,37,20,4,5,3,11,2,12
3,12,11,2,19,2,6,8,11,26,2,10,8,3,39,5,6,5,10,11,6,7,4,37,3,10,15,2,1,2,8,3,2,4,14,2,12,15,4,2,21,4,29,23,2,3,9,12,9,35
14,11,13,7,20,8,7,26,6,14,3,1,5,4,24,7,4,13,12,2,1,9,3,12,33,6,14,6,1,13,32,11,1,15,3,12,11,4,5,10,32,12,21,6,7,4,9,4,9,14
15,7,14,4,27,4,1,19,6,6,2,13,1,6,23,8,4,4,9,6,2,8,29,32,19,2,6,1,6,8,36,11,12,21,7,1,8,11,7,6,10,9,17,16,8,10,6,7,10,19
13,4,12,5,11,9,3,20,5,23,7,6,1,13,36,12,11,2,11,13,2,1,34,23,31,2,12,9,3,6,34,3,10,25,13,1,8,11,3,1,35,9,22,5,12,14,3,14,12,38
15,2,7,3,18,4,13,25,5,29,5,10,6,14,36,8,2,13,9,14,8,15,23,27,30,12,2,15,7,10,35,5,12,36,8,9,13,13,12,4,33,3,8,40,6,1,9,5,11,33
5,11,15,7,33,2,1,33,1,10,8,12,10,10,3,6,16,3,2,6,5,4,20,34,7,7,6,5,1,7,29,11,11,12,7,6,5,14,5,10,32,11,35,36,6,6,4,3,6,3
10,9,9,8,35,9,9,20,4,26,6,1,5,4,12,7,17,2,10,2,5,6,34,14,16,8,14,16,7,5,22,11,2,34,3,8,13,1,8,4,33,2,9,7,2,2,5,6,5,4
12,14,3,1,28,3,1,11,6,24,1,7,7,10,27,3,8,2,10,3,1,14,34,14,9,3,16,13,7,13,14,3,3,26,15,8,7,11,11,8,27,12,3,30,2,8,1,13,11,25
13,8,14,7,10,4,7,9,8,36,1,7,1,13,33,12,3,7,3,13,6,14,28,19,27,7,7,9,6,4,28,13,4,21,12,1,5,4,7,6,31,9,24,10,8,10,5,7,3,19
10,12,16,7,19,9,3,32,6,2,4,1,7,2,31,8,8,2,4,4,7,6,30,24,27,8,14,8,2,1,22,9,3,8,13,8,13,3,1,7,27,2,32,28,3,8,5,6,8,31
4,1,13,2,41,4,8,25,5,11,2,6,11,4,37,3,4,4,11,13,6,14,8,29,24,2,11,10,3,12,36,2,9,32,16,5,8,11,1,1,15,5,23,6,8,4,9,7,4,34
10,11,7,7,15,12,2,13,1,20,8,8,6,6,2,12,17,7,5,14,8,4,37,19,29,7,10,12,7,11,20,13,4,9,12,13,8,5,8,8,6,14,28,10,7,3,5,12,12,8
7,11,7,7,6,14,6,1,7,1,5,2,8,3,39,4,3,1,15,13,3,12,37,40,25,5,5,12,2,6,25,9,14,9,2,13,12,15,12,9,25,14,10,7,8,3,1,12,5,16
12,7,9,7,6,13,10,29,12,1,8,11,7,10,18,4,9,13,12,10,3,3,31,30,23,3,8,7,1,10,14,9,2,9,9,6,3,4,2,6,30,3,7,7,6,3,3,5,4,17
14,11,7,3,17,10,8,8,9,29,8,12,2,6,6,5,4,3,5,14,5,12,19,25,6,6,5,6,2,12,19,8,11,16,14,12,11,4,5,6,13,12,40,3,17,11,9,2,11,10
9,8,16,6,32,2,1,30,13,30,9,12,3,10,31,5,2,9,4,3,9,8,35,38,15,10,10,1,1,9,36,12,1,28,7,14,7,8,4,9,23,9,29,32,15,8,9,13,9,24
17,1,11,4,10,11,9,23,4,27,8,7,11,12,29,9,14,2,8,2,7,2,9,30,7,8,13,8,6,9,26,9,2,31,3,8,10,10,2,4,34,15,7,19,9,12,2,7,3,7
1,3,10,1,3,3,3,3,9,3,1,3,8,3,17,1,11,9,7,3,5,10,12,26,1,8,12,3,5,10,14,3,3,7,3,1,3,11,3,1,7,10,19,13,11,3,3,3,3,9
11,5,10,6,32,13,13,23,3,19,7,6,1,1,11,11,2,13,16,8,2,12,10,30,14,12,4,10,8,15,31,14,7,33,8,9,1,10,8,3,27,6,34,15,14,13,8,5,10,20
6,8,14,4,10,14,7,9,1,36,2,7,1,13,8,12,17,8,3,13,6,14,28,8,27,8,7,9,6,4,9,13,4,21,12,14,7,3,11,8,31,10,24,19,9,14,5,7,10,19
6,3,3,1,20,6,10,21,8,27,1,3,8,2,12,7,8,6,13,1,2,1,12,8,13,6,16,6,4,1,10,5,13,34,2,4,8,3,6,1,24,10,4,14,12,9,1,12,2,32
5,4,6,7,16,9,9,28,13,23,8,7,2,6,2,8,15,6,2,10,4,5,20,22,35,1,12,2,7,7,6,12,8,6,9,6,8,11,5,4,6,7,6,12,15,6,3,6,10,8
