V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10
31,32,32,30,30,30,30,30,32,31,30,30,30,31,31,30,31,31,31,31,31,31,30,31,30,32,32,30,31,31,30,30,29,32,31,31,32,31,31,31,32,33,31,32,30,31,31,30,31,31,31,31,32,31,31,31,31,31,32,30,31,32,31,29,31,32,31,30,29,32,30,30,31,29,30,31,30,30,31,31,32,31,31,32,31,32,30,31,30,31,31,32,30,31,29,31,31,31,31,29
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
31,32,32,30,30,30,30,30,32,31,30,30,30,31,31,30,31,31,31,31,31,31,30,31,30,32,32,30,31,31,30,30,29,32,31,31,32,31,31,31,32,33,31,32,30,31,31,30,31,31,31,31,32,31,31,31,31,31,32,30,31,32,31,29,31,32,31,30,29,32,30,30,31,29,30,31,30,30,31,31,32,31,31,32,31,32,30,31,30,31,31,32,30,31,29,31,31,31,31,29
32,33,33,31,31,31,31,31,33,32,31,31,31,32,32,31,32,32,32,32,22,32,31,32,31,33,33,31,32,32,31,31,30,33,32,32,33,32,32,32,33,34,32,33,31,32,32,31,32,23,32,32,33,32,32,32,32,32,33,31,32,33,32,30,32,33,32,31,30,33,31,31,32,30,31,32,31,31,24,32,33,32,32,33,22,33,31,23,31,32,32,33,22,32,30,32,32,32,32,30
15,17,16,15,16,15,16,16,16,16,16,15,16,16,16,16,17,16,16,16,16,15,16,16,16,16,16,17,16,16,16,15,17,16,16,16,16,16,16,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,17,17,16,16,16,15,15,16,15,17,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,15,16,16,16,16,16
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
13,14,14,13,14,13,14,14,14,14,14,13,14,14,11,14,15,14,14,14,14,13,14,14,14,14,14,15,14,14,14,13,15,14,14,14,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,14,14,14,14,14,14,14,14,13,15,15,14,14,14,13,13,14,14,15,14,14,14,14,14,14,14,14,14,13,14,14,11,14,14,13,14,14,14,14,14
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,14,14,13,14,13,14,14,14,14,14,13,14,14,11,14,15,14,14,14,14,13,14,14,14,14,14,15,14,14,14,13,15,14,14,14,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,14,14,14,14,14,14,14,14,13,15,15,14,14,14,13,13,14,14,15,14,14,14,14,14,14,14,14,14,13,14,14,11,14,14,13,14,14,14,14,14
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,1,1,1,1,1,1,1,1,1,1,1,1,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,1,1,1,1,1,1
13,14,14,13,14,13,14,14,14,14,14,13,14,14,11,14,15,14,14,14,14,13,14,14,14,14,14,15,14,14,14,13,15,14,14,14,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,14,14,14,14,14,14,14,14,13,15,15,14,14,14,13,13,14,14,15,14,14,14,14,14,14,14,14,14,13,14,14,11,14,14,13,14,14,14,14,14
26,27,27,25,26,25,25,25,27,26,25,25,25,23,14,25,27,3,26,26,26,26,25,26,23,27,27,26,26,26,13,25,14,27,26,26,27,26,26,26,27,28,26,27,23,26,26,25,26,27,26,13,27,26,13,13,13,26,27,26,23,27,13,1,23,27,26,13,1,27,26,25,26,13,25,26,26,25,28,26,27,26,26,27,26,27,25,1,25,26,26,27,13,26,1,13,26,26,26,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,22,21,20,21,20,20,20,21,21,20,20,20,21,21,20,22,21,21,21,21,20,20,21,21,21,21,21,21,21,21,20,22,21,21,21,21,21,21,21,21,22,21,21,21,21,21,20,21,21,21,21,21,21,21,21,21,21,21,20,21,21,21,20,21,21,21,20,20,22,21,4,21,20,20,20,21,20,22,21,21,21,20,21,20,21,21,21,20,21,21,21,20,21,20,21,21,21,21,20
9,9,9,9,10,9,9,9,9,9,9,9,9,9,11,9,11,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,11,9,9,9,11,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,11,11,9,9,9,9,8,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,8,9,9,9,1,9
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
21,23,22,21,20,21,21,21,22,18,21,21,21,22,22,21,23,22,22,22,20,21,21,20,22,22,22,22,22,22,22,21,21,22,22,22,22,22,22,22,22,23,22,22,22,22,22,21,22,22,22,22,22,22,22,22,22,22,22,21,22,22,22,21,22,22,22,21,21,23,22,20,22,21,17,21,22,21,23,22,22,22,21,22,21,22,20,22,21,22,22,22,21,22,21,22,22,22,22,21
32,33,33,31,31,31,31,31,33,32,31,31,31,32,32,31,32,32,32,32,22,32,31,32,31,33,33,31,32,32,31,31,30,33,32,32,33,32,32,32,33,34,32,33,31,32,32,31,32,23,32,32,33,32,32,32,32,32,33,31,32,33,32,30,32,33,32,31,30,33,31,31,32,30,31,32,31,31,24,32,33,32,32,33,22,33,31,23,31,32,32,33,22,32,30,32,32,32,32,30
26,27,27,25,26,25,25,25,27,26,25,25,25,23,14,25,27,3,26,26,26,26,25,26,23,27,27,26,26,26,13,25,14,27,26,26,27,26,26,26,27,28,26,27,23,26,26,25,26,27,26,13,27,26,13,13,13,26,27,26,23,27,13,1,23,27,26,13,1,27,26,25,26,13,25,26,26,25,28,26,27,26,26,27,26,27,25,1,25,26,26,27,13,26,1,13,26,26,26,1
23,24,24,23,23,23,23,23,24,23,23,23,23,24,24,23,25,24,24,24,23,23,23,23,23,24,24,24,24,24,24,23,24,24,24,24,24,24,23,24,24,25,24,24,23,24,24,23,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,23,24,24,23,23,23,25,24,22,24,23,22,23,24,23,25,23,24,24,23,24,23,24,23,24,23,24,24,24,23,24,23,24,23,24,24,22
23,24,24,23,23,23,23,23,24,23,23,23,23,24,24,23,25,24,24,24,23,23,23,23,23,24,24,24,24,24,24,23,24,24,24,24,24,24,23,24,24,25,24,24,23,24,24,23,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,23,24,24,23,23,23,25,24,22,24,23,22,23,24,23,25,23,24,24,23,24,23,24,23,24,23,24,24,24,23,24,23,24,23,24,24,22
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
13,14,14,13,14,13,14,14,14,14,14,13,14,14,11,14,15,14,14,14,14,13,14,14,14,14,14,15,14,14,14,13,15,14,14,14,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,14,14,14,14,14,14,14,14,13,15,15,14,14,14,13,13,14,14,15,14,14,14,14,14,14,14,14,14,13,14,14,11,14,14,13,14,14,14,14,14
33,34,34,32,32,32,32,32,34,33,12,32,32,33,33,32,6,33,33,33,32,33,32,33,32,34,34,32,33,33,32,32,31,34,12,33,34,33,33,33,34,35,33,34,32,33,33,32,33,32,33,33,34,33,33,33,33,33,34,32,33,34,33,31,12,34,33,32,31,9,32,32,33,31,32,33,32,32,32,33,34,12,33,14,32,34,32,32,32,33,33,34,31,33,31,33,33,33,33,31
30,31,31,29,29,29,29,29,31,30,29,29,29,30,30,29,30,30,30,30,30,30,29,30,29,31,31,29,30,30,29,29,28,31,30,30,31,30,30,30,31,32,30,31,29,30,30,29,30,3,30,30,31,30,30,30,30,30,31,20,30,31,30,28,30,31,30,29,28,31,29,29,30,28,29,30,19,29,20,30,31,30,30,31,30,31,29,30,29,30,30,31,29,30,18,30,30,30,30,28
12,12,12,11,12,12,12,12,12,12,12,11,12,12,13,12,13,12,12,12,12,12,12,12,12,12,12,13,12,12,12,12,13,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,12,12,12,12,12,12,12,13,13,12,12,12,12,11,12,12,13,12,12,12,12,12,12,12,12,12,3,12,12,13,12,12,11,12,12,12,12,12
16,18,17,16,17,16,17,17,17,17,17,16,17,17,17,17,18,17,17,17,17,16,17,17,17,17,17,18,17,17,17,16,18,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,33,17,17,17,17,16,18,18,17,17,17,16,16,17,16,18,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,33
28,29,29,27,27,27,27,27,29,28,27,27,27,28,28,27,28,28,28,28,28,28,27,28,27,29,29,27,28,28,27,27,26,29,28,28,29,28,28,28,29,30,28,29,27,28,28,27,28,29,28,28,29,28,28,28,28,28,29,28,28,29,28,26,28,29,28,27,26,29,27,27,28,26,27,28,28,27,29,28,29,28,28,29,28,29,27,28,27,28,28,29,27,28,27,28,28,28,28,26
11,11,11,4,11,11,11,11,11,11,11,4,11,11,12,11,12,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,12,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,12,12,11,11,11,11,10,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,10,11,11,11,11,11
15,17,16,15,16,15,16,16,16,16,16,15,16,16,16,16,17,16,16,16,16,15,16,16,16,16,16,17,16,16,16,15,17,16,16,16,16,16,16,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,17,17,16,16,16,15,15,16,15,17,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,15,16,16,16,16,16
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,13,13,12,13,12,13,13,13,13,13,12,13,13,14,13,14,13,13,13,13,12,13,13,13,13,13,14,13,13,13,12,14,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13,13,13,13,13,12,14,14,13,13,13,12,12,13,13,14,13,13,13,13,13,13,13,13,13,12,13,13,14,13,13,12,13,13,13,13,13
14,16,15,14,15,14,15,15,15,15,15,14,15,15,15,15,16,15,15,15,15,14,15,15,15,15,15,16,15,15,15,14,16,15,15,15,15,15,15,12,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,16,16,15,15,15,14,14,15,4,16,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,14,15,15,15,15,15
12,12,12,11,12,12,12,12,12,12,12,11,12,12,13,12,13,12,12,12,12,12,12,12,12,12,12,13,12,12,12,12,13,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,12,12,12,12,12,12,12,13,13,12,12,12,12,11,12,12,13,12,12,12,12,12,12,12,12,12,3,12,12,13,12,12,11,12,12,12,12,12
10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10
21,23,22,21,20,21,21,21,22,18,21,21,21,22,22,21,23,22,22,22,20,21,21,20,22,22,22,22,22,22,22,21,21,22,22,22,22,22,22,22,22,23,22,22,22,22,22,21,22,22,22,22,22,22,22,22,22,22,22,21,22,22,22,21,22,22,22,21,21,23,22,20,22,21,17,21,22,21,23,22,22,22,21,22,21,22,20,22,21,22,22,22,21,22,21,22,22,22,22,21
24,25,25,22,24,22,22,22,25,24,22,22,22,25,25,22,24,25,23,23,24,24,22,24,24,25,25,23,23,23,23,22,23,25,23,23,25,23,24,23,25,26,23,25,24,23,23,22,23,25,23,25,25,23,25,25,25,23,25,24,25,25,25,22,25,25,24,24,22,24,23,23,23,22,23,24,23,22,26,24,25,23,24,25,24,25,22,25,22,23,23,25,24,23,24,25,24,23,23,23
30,31,31,29,29,29,29,29,31,30,29,29,29,30,30,29,30,30,30,30,30,30,29,30,29,31,31,29,30,30,29,29,28,31,30,30,31,30,30,30,31,32,30,31,29,30,30,29,30,3,30,30,31,30,30,30,30,30,31,20,30,31,30,28,30,31,30,29,28,31,29,29,30,28,29,30,19,29,20,30,31,30,30,31,30,31,29,30,29,30,30,31,29,30,18,30,30,30,30,28
11,11,11,4,11,11,11,11,11,11,11,4,11,11,12,11,12,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,12,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,12,12,11,11,11,11,10,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,10,11,11,11,11,11
13,14,14,13,14,13,14,14,14,14,14,13,14,14,11,14,15,14,14,14,14,13,14,14,14,14,14,15,14,14,14,13,15,14,14,14,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,14,14,14,14,14,14,14,14,13,15,15,14,14,14,13,13,14,14,15,14,14,14,14,14,14,14,14,14,13,14,14,11,14,14,13,14,14,14,14,14
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
16,18,17,16,17,16,17,17,17,17,17,16,17,17,17,17,18,17,17,17,17,16,17,17,17,17,17,18,17,17,17,16,18,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,33,17,17,17,17,16,18,18,17,17,17,16,16,17,16,18,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,33
14,16,15,14,15,14,15,15,15,15,15,14,15,15,15,15,16,15,15,15,15,14,15,15,15,15,15,16,15,15,15,14,16,15,15,15,15,15,15,12,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,16,16,15,15,15,14,14,15,4,16,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,14,15,15,15,15,15
23,24,24,23,23,23,23,23,24,23,23,23,23,24,24,23,25,24,24,24,23,23,23,23,23,24,24,24,24,24,24,23,24,24,24,24,24,24,23,24,24,25,24,24,23,24,24,23,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,23,24,24,23,23,23,25,24,22,24,23,22,23,24,23,25,23,24,24,23,24,23,24,23,24,23,24,24,24,23,24,23,24,23,24,24,22
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,13,13,12,13,12,13,13,13,13,13,12,13,13,14,13,14,13,13,13,13,12,13,13,13,13,13,14,13,13,13,12,14,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13,13,13,13,13,12,14,14,13,13,13,12,12,13,13,14,13,13,13,13,13,13,13,13,13,12,13,13,14,13,13,12,13,13,13,13,13
22,2,23,22,22,22,22,22,23,22,22,22,22,23,23,22,32,23,23,23,22,22,2,22,23,23,23,23,23,23,23,22,24,23,23,24,23,2,2,23,23,24,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,6,23,22,23,23,23,2,23,23,23,22,22,24,31,21,23,22,21,22,23,22,24,6,23,23,22,23,22,23,22,23,25,23,23,23,22,6,22,23,23,26,23,2
12,12,12,11,12,12,12,12,12,12,12,11,12,12,13,12,13,12,12,12,12,12,12,12,12,12,12,13,12,12,12,12,13,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,12,12,12,12,12,12,12,13,13,12,12,12,12,11,12,12,13,12,12,12,12,12,12,12,12,12,3,12,12,13,12,12,11,12,12,12,12,12
11,11,11,4,11,11,11,11,11,11,11,4,11,11,12,11,12,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,12,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,12,12,11,11,11,11,10,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,10,11,11,11,11,11
11,11,11,4,11,11,11,11,11,11,11,4,11,11,12,11,12,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,12,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,12,12,11,11,11,11,10,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,10,11,11,11,11,11
10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
27,28,28,26,10,26,26,26,28,27,26,26,26,27,27,26,11,27,27,27,27,27,26,27,26,28,28,11,27,27,26,26,11,28,27,27,28,27,27,27,28,29,27,28,26,27,27,26,27,28,27,27,28,27,27,27,27,27,28,27,27,28,27,25,27,28,27,26,25,28,11,26,27,25,26,27,27,26,11,27,28,27,27,28,27,28,26,27,26,27,27,28,26,27,26,27,27,27,27,25
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
22,2,23,22,22,22,22,22,23,22,22,22,22,23,23,22,24,23,23,23,22,22,22,22,23,23,23,23,23,23,23,22,23,23,23,23,23,23,2,23,23,24,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,22,23,23,23,22,22,24,23,21,23,22,21,22,23,22,24,6,23,23,22,23,22,23,22,23,22,23,23,23,22,23,22,23,23,23,23,2
28,29,29,27,27,27,27,27,29,28,27,27,27,28,28,27,28,28,28,28,28,28,27,28,27,29,29,27,28,28,27,27,26,29,28,28,29,28,28,28,29,30,28,29,27,28,28,27,28,29,28,28,29,28,28,28,28,28,29,28,28,29,28,26,28,29,28,27,26,29,27,27,28,26,27,28,28,27,29,28,29,28,28,29,28,29,27,28,27,28,28,29,27,28,27,28,28,28,28,26
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
12,13,13,12,13,12,13,13,13,13,13,12,13,13,14,13,14,13,13,13,13,12,13,13,13,13,13,14,13,13,13,12,14,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13,13,13,13,13,12,14,14,13,13,13,12,12,13,13,14,13,13,13,13,13,13,13,13,13,12,13,13,14,13,13,12,13,13,13,13,13
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
25,26,26,24,25,24,24,24,26,25,24,24,24,26,26,24,26,26,25,25,25,25,24,25,25,26,26,25,25,25,25,24,25,26,25,25,26,25,25,25,26,27,25,26,25,25,25,24,25,26,25,26,26,25,26,26,26,25,26,25,26,26,26,24,26,26,25,25,24,26,25,24,25,24,24,25,25,24,27,25,26,25,25,26,25,26,24,26,24,25,25,26,25,25,25,26,25,25,25,24
