V.g..name,V.g..comm_louvain
V318,4
V319,1
V320,11
V321,19
V322,7
V323,6
V324,3
V325,21
V326,7
V327,9
V328,5
V329,12
V330,1
V331,6
V332,2
V333,11
V334,4
V335,2
V336,19
V337,2
V338,8
V339,10
V340,23
V341,21
V342,26
V343,6
V344,2
V345,14
V346,32
V347,7
V348,25
V349,1
V350,1
V351,2
V352,2
V353,12
V354,20
V355,11
V356,3
V357,25
V358,12
V359,7
V360,12
V361,17
V362,1
V363,1
V364,6
V365,10
V366,8
V367,25
V368,10
V369,10
V370,37
V371,16
V372,2
V373,21
V374,17
V375,4
V376,5
V377,3
V378,8
V379,18
V380,6
V381,11
V382,14
V383,7
V384,2
V385,6
V386,31
V387,6
V388,4
V389,4
V390,37
V391,4
V392,34
V393,4
V394,27
V395,16
V396,27
V397,15
V398,15
V399,6
V400,4
V401,14
V402,20
V403,0
V404,30
V405,28
V406,7
V407,3
V408,29
V409,21
V410,34
V411,17
V412,5
V413,5
V414,22
V415,26
V416,5
V417,5
V418,1
V419,1
V420,1
V421,23
V422,5
V423,3
V424,4
V425,35
V426,25
V427,11
V428,3
V429,3
V430,1
V431,21
V432,21
V433,7
V434,12
V435,4
V436,9
V437,3
V438,7
V439,0
V440,6
V441,19
V442,12
V443,10
V444,5
V445,21
V446,3
V447,7
V448,12
V449,2
V450,5
V451,2
V452,28
V453,27
V454,12
V455,3
V456,6
V457,1
V458,17
V459,17
V460,17
V461,3
V462,32
V463,27
V464,23
V465,9
V466,25
V467,37
V468,20
V469,21
V470,2
V471,2
V472,31
V473,37
V474,10
V475,31
V476,15
V477,11
V478,24
V479,22
V480,2
V481,7
V482,24
V483,11
V484,1
V485,18
V486,19
V487,33
V488,26
V489,0
V490,6
V491,25
V492,10
V493,1
V494,11
V495,22
V496,29
V497,17
V498,6
V499,28
V500,10
V501,16
V502,0
V503,22
V504,8
V505,19
V506,5
V507,12
V508,22
V509,9
V510,12
V511,13
V512,27
V513,34
V514,19
V515,4
V516,19
V517,1
V518,12
V519,21
V520,19
V521,21
V522,34
V523,11
V524,11
V525,2
V526,8
V527,29
V528,37
V529,3
V530,31
V531,1
V532,14
V533,1
V534,29
V535,33
V536,34
V537,5
V538,1
V539,1
V540,1
V541,1
V542,16
V543,3
V544,21
V545,0
V546,28
V547,16
V548,0
V549,8
V550,8
V551,21
V552,0
V553,8
V554,5
V555,20
V556,1
V557,24
V558,2
V559,25
V560,1
V561,30
V562,12
V563,25
V564,4
V565,2
V566,6
V567,14
V568,12
V569,12
V570,33
V571,16
V572,3
V573,13
V574,17
V575,13
V576,32
V577,9
V578,3
V579,25
V580,0
V581,23
V582,23
V583,31
V584,4
V585,32
V586,1
V587,9
V588,5
V589,11
V590,32
V591,26
V592,25
V593,13
V594,27
V595,9
V596,26
V597,32
V598,0
V599,18
V600,12
V601,3
V602,21
V603,2
V604,6
V605,1
V606,1
V607,5
V608,7
V609,36
V610,7
V611,14
V612,7
V613,32
V614,5
V615,28
V616,13
V617,2
V618,24
V619,1
V620,2
V621,14
V622,11
V623,6
V624,24
V625,35
V626,20
V627,9
V628,1
V629,1
V630,6
V631,3
V632,34
V633,20
V634,33
V635,3
V636,17
V637,2
V638,35
V639,14
V640,31
V641,7
V642,8
V643,16
V644,23
V645,27
V646,28
V647,29
V648,24
V649,5
V650,22
V651,31
V652,4
V653,21
V654,27
V655,23
V656,15
V657,28
V658,9
V659,21
V660,20
V661,7
V662,15
V663,34
V664,20
V665,22
V666,21
V667,15
V668,8
V669,22
V670,1
V671,22
V672,3
V673,28
V674,1
V675,34
V676,3
V677,24
V678,31
V679,22
V680,4
V681,4
V682,1
V683,5
V684,14
V685,30
V686,24
V687,0
V688,22
V689,1
V690,36
V691,15
V692,21
V693,4
V694,9
V695,26
V696,32
V697,1
V698,26
V699,2
V700,5
V701,11
V702,0
V703,2
V704,12
V705,7
V706,1
V707,19
V708,11
V709,13
V710,33
V711,10
V712,12
V713,18
V714,29
V715,12
V716,10
V717,2
V718,1
V719,24
V720,12
V721,16
V722,6
V723,26
V724,19
V725,13
V726,8
V727,2
V728,8
V729,18
V730,3
V731,4
V732,5
V733,24
V734,15
V735,18
V736,32
V737,26
V738,16
V739,17
V740,2
V741,4
V742,13
V743,6
V744,20
V745,30
V746,10
V747,10
V748,13
V749,8
V750,15
V751,3
V752,25
V753,15
V754,31
V755,11
V756,5
V757,29
V758,17
V759,9
V760,24
V761,16
V762,29
V763,6
V764,1
V765,17
V766,20
V767,27
V768,13
V769,23
V770,31
V771,24
V772,35
V773,0
V774,35
V775,26
V776,1
V777,17
V778,4
V779,10
V780,30
V781,28
V782,4
V783,29
V784,28
V785,1
V786,17
V787,14
V788,30
V789,30
V790,28
V791,35
V792,30
V793,20
V794,1
V795,21
V796,1
V797,14
V798,30
V799,30
V800,20
V801,10
V802,4
V803,2
V804,4
V805,20
V806,5
V807,10
V808,29
V809,6
V810,23
V811,9
V812,11
V813,22
V814,26
V815,2
V816,31
V817,30
V818,9
V819,26
V820,27
V821,2
V822,1
V823,3
V824,17
V825,3
V826,18
V827,6
V828,21
V829,7
V830,4
V831,35
V832,25
V833,2
V834,26
V835,32
V836,5
V837,19
V838,6
V839,10
V840,9
V841,28
V842,7
V843,12
V844,1
V845,23
V846,3
V847,22
V848,5
V849,8
V850,5
V851,18
V852,13
V853,17
V854,2
V855,9
V856,7
V857,9
V858,13
V859,11
V860,1
V861,13
V862,24
V863,8
V864,2
V865,14
V866,30
V867,15
V868,8
V869,7
V870,23
V871,2
V872,3
V873,8
V874,18
V875,27
V876,19
V877,0
V878,18
V879,14
V880,9
V881,3
V882,17
V883,29
V884,5
V885,6
V886,20
V887,16
V888,28
V889,1
V890,2
V891,4
V892,13
V893,19
V894,10
V895,28
V896,23
V897,14
V898,29
V899,8
V900,1
V901,8
V902,30
V903,18
V904,27
V905,29
V906,8
V907,9
V908,10
V909,16
V910,1
V911,16
V912,0
V913,23
V914,20
V915,13
V916,30
V917,6
V918,15
V919,3
V920,27
V921,3
V922,5
V923,28
V924,29
V925,3
V926,14
V927,5
V928,34
V929,28
V930,32
V931,26
V932,4
V933,6
V934,24
V935,31
V936,10
V937,25
V938,3
V939,5
V940,36
V941,9
V942,1
V943,17
V944,25
V945,26
V946,4
V947,2
V948,2
V949,9
V950,7
V951,19
V952,5
V953,2
V954,13
V955,1
V956,17
V957,30
V958,1
V959,3
V960,2
V961,18
V962,18
V963,30
V964,2
V965,25
V966,32
V967,19
V968,23
V969,3
V970,30
V971,2
V972,16
V973,2
V974,1
V975,24
V976,18
V977,4
V978,13
V979,5
V980,10
V981,6
V982,24
V983,3
V984,1
V985,13
V986,15
V987,6
V988,4
V989,18
V990,14
V991,32
V992,24
V993,1
V994,26
V995,11
V996,16
V997,7
V998,0
V999,10
