V.g..name,V.g..comm_louvain
V404,8
V405,1
V406,4
V407,8
V408,15
V409,5
V410,9
V411,2
V412,7
V413,22
V414,4
V415,7
V416,18
V417,21
V418,30
V419,23
V420,5
V421,1
V422,31
V423,18
V424,21
V425,15
V426,5
V427,10
V428,8
V429,26
V430,7
V431,5
V432,14
V433,1
V434,4
V435,9
V436,23
V437,11
V438,5
V439,2
V440,2
V441,26
V442,5
V443,7
V444,18
V445,0
V446,8
V447,4
V448,25
V449,3
V450,22
V451,16
V452,7
V453,30
V454,11
V455,1
V456,13
V457,6
V458,15
V459,16
V460,31
V461,19
V462,11
V463,22
V464,15
V465,3
V466,9
V467,20
V468,2
V469,24
V470,14
V471,13
V472,9
V473,12
V474,8
V475,22
V476,14
V477,20
V478,11
V479,20
V480,26
V481,29
V482,26
V483,2
V484,24
V485,12
V486,19
V487,29
V488,13
V489,6
V490,10
V491,21
V492,18
V493,17
V494,21
V495,8
V496,11
V497,28
V498,3
V499,6
V500,0
V501,27
V502,12
V503,1
V504,27
V505,22
V506,7
V507,10
V508,22
V509,24
V510,8
V511,8
V512,4
V513,10
V514,16
V515,27
V516,21
V517,22
V518,1
V519,30
V520,17
V521,4
V522,19
V523,10
V524,33
V525,26
V526,3
V527,27
V528,0
V529,17
V530,30
V531,7
V532,13
V533,5
V534,7
V535,31
V536,10
V537,5
V538,10
V539,31
V540,9
V541,1
V542,2
V543,31
V544,14
V545,2
V546,7
V547,16
V548,14
V549,7
V550,8
V551,4
V552,10
V553,25
V554,29
V555,17
V556,21
V557,5
V558,11
V559,9
V560,4
V561,6
V562,7
V563,17
V564,16
V565,11
V566,11
V567,6
V568,1
V569,1
V570,18
V571,33
V572,6
V573,20
V574,19
V575,14
V576,9
V577,11
V578,7
V579,23
V580,12
V581,23
V582,18
V583,25
V584,31
V585,23
V586,32
V587,3
V588,11
V589,3
V590,14
V591,14
V592,3
V593,19
V594,2
V595,3
V596,26
V597,3
V598,18
V599,15
V600,2
V601,12
V602,24
V603,19
V604,19
V605,20
V606,15
V607,26
V608,6
V609,14
V610,8
V611,3
V612,3
V613,3
V614,15
V615,1
V616,24
V617,14
V618,4
V619,14
V620,2
V621,27
V622,3
V623,11
V624,20
V625,20
V626,25
V627,24
V628,10
V629,1
V630,17
V631,1
V632,24
V633,9
V634,10
V635,29
V636,3
V637,25
V638,7
V639,18
V640,5
V641,28
V642,30
V643,6
V644,28
V645,33
V646,16
V647,29
V648,3
V649,27
V650,5
V651,5
V652,19
V653,26
V654,2
V655,17
V656,1
V657,9
V658,2
V659,5
V660,8
V661,1
V662,4
V663,1
V664,29
V665,21
V666,1
V667,8
V668,16
V669,7
V670,4
V671,1
V672,2
V673,29
V674,23
V675,4
V676,7
V677,10
V678,2
V679,23
V680,21
V681,1
V682,5
V683,1
V684,15
V685,14
V686,7
V687,4
V688,30
V689,27
V690,0
V691,6
V692,6
V693,19
V694,12
V695,21
V696,6
V697,23
V698,5
V699,15
V700,8
V701,26
V702,10
V703,8
V704,12
V705,6
V706,6
V707,26
V708,12
V709,14
V710,13
V711,20
V712,22
V713,26
V714,32
V715,2
V716,31
V717,24
V718,8
V719,13
V720,30
V721,10
V722,18
V723,7
V724,25
V725,14
V726,24
V727,21
V728,4
V729,22
V730,32
V731,4
V732,18
V733,16
V734,4
V735,17
V736,5
V737,9
V738,25
V739,3
V740,6
V741,13
V742,8
V743,14
V744,26
V745,18
V746,5
V747,3
V748,11
V749,3
V750,8
V751,13
V752,29
V753,23
V754,16
V755,15
V756,2
V757,10
V758,3
V759,0
V760,4
V761,9
V762,28
V763,26
V764,3
V765,19
V766,21
V767,28
V768,13
V769,5
V770,27
V771,3
V772,25
V773,20
V774,18
V775,30
V776,22
V777,32
V778,19
V779,1
V780,10
V781,10
V782,16
V783,5
V784,18
V785,0
V786,6
V787,31
V788,29
V789,9
V790,29
V791,9
V792,19
V793,1
V794,31
V795,30
V796,28
V797,10
V798,1
V799,7
V800,14
V801,13
V802,21
V803,13
V804,8
V805,30
V806,29
V807,2
V808,15
V809,5
V810,15
V811,9
V812,8
V813,5
V814,15
V815,15
V816,3
V817,2
V818,27
V819,3
V820,24
V821,12
V822,11
V823,8
V824,2
V825,20
V826,18
V827,26
V828,32
V829,5
V830,14
V831,11
V832,1
V833,1
V834,5
V835,7
V836,23
V837,18
V838,4
V839,24
V840,9
V841,1
V842,11
V843,13
V844,15
V845,25
V846,1
V847,0
V848,11
V849,16
V850,18
V851,4
V852,22
V853,6
V854,14
V855,7
V856,13
V857,21
V858,3
V859,9
V860,16
V861,9
V862,4
V863,3
V864,3
V865,18
V866,8
V867,1
V868,15
V869,32
V870,0
V871,7
V872,6
V873,10
V874,16
V875,12
V876,17
V877,21
V878,30
V879,16
V880,1
V881,19
V882,12
V883,2
V884,27
V885,10
V886,27
V887,29
V888,16
V889,4
V890,33
V891,15
V892,2
V893,26
V894,28
V895,9
V896,6
V897,5
V898,21
V899,3
V900,11
V901,17
V902,5
V903,28
V904,3
V905,1
V906,30
V907,30
V908,33
V909,8
V910,7
V911,7
V912,17
V913,28
V914,28
V915,17
V916,9
V917,2
V918,32
V919,18
V920,9
V921,27
V922,31
V923,8
V924,18
V925,0
V926,14
V927,8
V928,19
V929,19
V930,2
V931,8
V932,9
V933,31
V934,1
V935,1
V936,10
V937,4
V938,24
V939,1
V940,8
V941,6
V942,14
V943,14
V944,27
V945,4
V946,13
V947,5
V948,2
V949,19
V950,6
V951,28
V952,8
V953,5
V954,12
V955,2
V956,15
V957,18
V958,22
V959,9
V960,12
V961,3
V962,7
V963,13
V964,25
V965,11
V966,2
V967,12
V968,25
V969,12
V970,16
V971,12
V972,25
V973,12
V974,9
V975,25
V976,4
V977,5
V978,3
V979,9
V980,13
V981,11
V982,25
V983,2
V984,20
V985,6
V986,10
V987,11
V988,5
V989,4
V990,17
V991,24
V992,25
V993,7
V994,21
V995,21
V996,24
V997,1
V998,22
V999,13
