V.g..name,V.g..comm_louvain
V238,29
V239,5
V240,16
V241,1
V242,16
V243,4
V244,10
V245,18
V246,1
V247,21
V248,33
V249,11
V250,17
V251,23
V252,16
V253,32
V254,3
V255,17
V256,10
V257,13
V258,29
V259,25
V260,28
V261,32
V262,5
V263,13
V264,8
V265,17
V266,20
V267,8
V268,8
V269,33
V270,5
V271,21
V272,5
V273,20
V274,21
V275,7
V276,6
V277,31
V278,2
V279,7
V280,23
V281,22
V282,8
V283,1
V284,32
V285,5
V286,23
V287,16
V288,22
V289,18
V290,7
V291,10
V292,34
V293,10
V294,32
V295,25
V296,28
V297,6
V298,4
V299,8
V300,2
V301,7
V302,3
V303,2
V304,31
V305,8
V306,24
V307,4
V308,3
V309,11
V310,4
V311,16
V312,12
V313,13
V314,26
V315,3
V316,4
V317,3
V318,6
V319,10
V320,3
V321,6
V322,19
V323,31
V324,19
V325,2
V326,31
V327,27
V328,18
V329,12
V330,22
V331,13
V332,6
V333,11
V334,4
V335,5
V336,29
V337,5
V338,19
V339,5
V340,29
V341,25
V342,11
V343,16
V344,26
V345,12
V346,33
V347,20
V348,25
V349,17
V350,22
V351,10
V352,33
V353,20
V354,14
V355,17
V356,17
V357,11
V358,34
V359,5
V360,2
V361,27
V362,9
V363,15
V364,3
V365,23
V366,19
V367,13
V368,18
V369,17
V370,9
V371,2
V372,28
V373,13
V374,12
V375,1
V376,14
V377,8
V378,7
V379,13
V380,11
V381,17
V382,26
V383,10
V384,28
V385,24
V386,23
V387,31
V388,4
V389,31
V390,19
V391,31
V392,21
V393,3
V394,30
V395,5
V396,4
V397,4
V398,17
V399,2
V400,8
V401,7
V402,3
V403,30
V404,29
V405,4
V406,7
V407,4
V408,28
V409,7
V410,7
V411,6
V412,1
V413,2
V414,1
V415,28
V416,8
V417,24
V418,14
V419,32
V420,16
V421,3
V422,10
V423,2
V424,6
V425,31
V426,31
V427,6
V428,21
V429,7
V430,2
V431,3
V432,6
V433,14
V434,14
V435,25
V436,1
V437,24
V438,9
V439,6
V440,18
V441,29
V442,29
V443,29
V444,8
V445,31
V446,7
V447,20
V448,30
V449,8
V450,6
V451,32
V452,2
V453,10
V454,1
V455,6
V456,26
V457,27
V458,4
V459,21
V460,25
V461,18
V462,8
V463,13
V464,9
V465,10
V466,18
V467,12
V468,12
V469,17
V470,1
V471,20
V472,9
V473,5
V474,4
V475,13
V476,1
V477,19
V478,2
V479,3
V480,14
V481,18
V482,1
V483,11
V484,27
V485,33
V486,14
V487,9
V488,19
V489,29
V490,15
V491,29
V492,2
V493,26
V494,28
V495,20
V496,5
V497,23
V498,22
V499,21
V500,16
V501,17
V502,21
V503,7
V504,32
V505,28
V506,3
V507,4
V508,27
V509,4
V510,11
V511,33
V512,33
V513,1
V514,3
V515,1
V516,22
V517,33
V518,1
V519,13
V520,31
V521,15
V522,5
V523,8
V524,22
V525,7
V526,3
V527,17
V528,17
V529,2
V530,5
V531,3
V532,11
V533,1
V534,30
V535,30
V536,1
V537,6
V538,6
V539,2
V540,28
V541,1
V542,6
V543,10
V544,3
V545,14
V546,10
V547,6
V548,1
V549,21
V550,2
V551,2
V552,14
V553,2
V554,8
V555,11
V556,25
V557,5
V558,7
V559,25
V560,5
V561,4
V562,1
V563,25
V564,24
V565,8
V566,19
V567,31
V568,9
V569,9
V570,33
V571,29
V572,20
V573,2
V574,5
V575,28
V576,19
V577,20
V578,14
V579,1
V580,9
V581,8
V582,8
V583,11
V584,24
V585,16
V586,7
V587,6
V588,24
V589,15
V590,29
V591,9
V592,3
V593,14
V594,14
V595,7
V596,20
V597,2
V598,1
V599,29
V600,15
V601,15
V602,9
V603,12
V604,2
V605,19
V606,12
V607,1
V608,4
V609,26
V610,7
V611,3
V612,15
V613,3
V614,12
V615,21
V616,26
V617,25
V618,25
V619,14
V620,2
V621,23
V622,4
V623,9
V624,19
V625,19
V626,27
V627,10
V628,33
V629,15
V630,17
V631,10
V632,26
V633,1
V634,33
V635,30
V636,15
V637,27
V638,8
V639,16
V640,6
V641,23
V642,13
V643,15
V644,5
V645,30
V646,5
V647,26
V648,15
V649,23
V650,6
V651,6
V652,20
V653,15
V654,13
V655,17
V656,3
V657,5
V658,13
V659,23
V660,7
V661,3
V662,6
V663,5
V664,8
V665,31
V666,5
V667,5
V668,3
V669,8
V670,1
V671,10
V672,2
V673,30
V674,4
V675,21
V676,8
V677,10
V678,2
V679,24
V680,22
V681,10
V682,4
V683,10
V684,12
V685,4
V686,14
V687,8
V688,23
V689,4
V690,1
V691,33
V692,17
V693,5
V694,20
V695,18
V696,4
V697,19
V698,2
V699,6
V700,12
V701,7
V702,29
V703,14
V704,7
V705,11
V706,15
V707,4
V708,3
V709,11
V710,14
V711,18
V712,19
V713,5
V714,32
V715,15
V716,7
V717,3
V718,12
V719,16
V720,7
V721,9
V722,22
V723,16
V724,8
V725,27
V726,14
V727,26
V728,21
V729,5
V730,15
V731,25
V732,16
V733,13
V734,25
V735,19
V736,6
V737,34
V738,22
V739,3
V740,22
V741,10
V742,7
V743,14
V744,29
V745,16
V746,6
V747,15
V748,9
V749,9
V750,7
V751,18
V752,18
V753,24
V754,13
V755,18
V756,2
V757,32
V758,3
V759,32
V760,10
V761,1
V762,28
V763,29
V764,12
V765,33
V766,21
V767,28
V768,22
V769,19
V770,23
V771,3
V772,15
V773,27
V774,16
V775,20
V776,22
V777,29
V778,4
V779,21
V780,7
V781,4
V782,11
V783,6
V784,3
V785,20
V786,5
V787,7
V788,26
V789,25
V790,5
V791,22
V792,20
V793,12
V794,5
V795,31
V796,4
V797,22
V798,1
V799,8
V800,14
V801,2
V802,32
V803,27
V804,1
V805,3
V806,14
V807,14
V808,5
V809,6
V810,12
V811,1
V812,2
V813,31
V814,12
V815,12
V816,8
V817,5
V818,23
V819,20
V820,29
V821,2
V822,9
V823,7
V824,27
V825,19
V826,24
V827,18
V828,15
V829,11
V830,27
V831,9
V832,28
V833,10
V834,24
V835,10
V836,24
V837,16
V838,30
V839,26
V840,1
V841,10
V842,9
V843,18
V844,12
V845,27
V846,10
V847,22
V848,9
V849,13
V850,16
V851,25
V852,5
V853,22
V854,14
V855,8
V856,18
V857,21
V858,15
V859,34
V860,13
V861,1
V862,23
V863,15
V864,3
V865,16
V866,26
V867,10
V868,12
V869,15
V870,4
V871,8
V872,1
V873,33
V874,13
V875,11
V876,17
V877,10
V878,1
V879,13
V880,20
V881,11
V882,11
V883,2
V884,23
V885,32
V886,23
V887,30
V888,13
V889,23
V890,33
V891,12
V892,2
V893,16
V894,28
V895,1
V896,27
V897,6
V898,1
V899,13
V900,28
V901,17
V902,6
V903,5
V904,31
V905,19
V906,3
V907,28
V908,1
V909,7
V910,4
V911,8
V912,3
V913,28
V914,17
V915,18
V916,2
V917,2
V918,13
V919,8
V920,1
V921,20
V922,30
V923,7
V924,30
V925,30
V926,14
V927,7
V928,32
V929,3
V930,2
V931,24
V932,8
V933,7
V934,10
V935,20
V936,27
V937,25
V938,26
V939,26
V940,7
V941,4
V942,11
V943,6
V944,5
V945,5
V946,26
V947,30
V948,31
V949,20
V950,20
V951,21
V952,7
V953,6
V954,11
V955,9
V956,12
V957,18
V958,5
V959,34
V960,11
V961,15
V962,8
V963,4
V964,22
V965,15
V966,2
V967,11
V968,11
V969,33
V970,26
V971,11
V972,27
V973,11
V974,19
V975,27
V976,25
V977,6
V978,15
V979,1
V980,18
V981,9
V982,27
V983,2
V984,19
V985,22
V986,1
V987,9
V988,6
V989,25
V990,17
V991,26
V992,27
V993,8
V994,21
V995,23
V996,5
V997,10
V998,5
V999,18
