V.g..name,V.g..comm_louvain
V377,13
V378,32
V379,11
V380,0
V381,0
V382,0
V383,0
V384,0
V385,0
V386,10
V387,3
V388,0
V389,2
V390,20
V391,0
V392,0
V393,0
V394,11
V395,0
V396,20
V397,0
V398,0
V399,29
V400,0
V401,0
V402,1
V403,0
V404,0
V405,0
V406,0
V407,0
V408,0
V409,0
V410,2
V411,0
V412,0
V413,0
V414,24
V415,0
V416,0
V417,0
V418,0
V419,0
V420,0
V421,0
V422,0
V423,0
V424,7
V425,0
V426,0
V427,11
V428,13
V429,0
V430,0
V431,0
V432,0
V433,0
V434,0
V435,0
V436,0
V437,0
V438,0
V439,0
V440,0
V441,0
V442,0
V443,0
V444,0
V445,0
V446,0
V447,0
V448,0
V449,0
V450,13
V451,0
V452,0
V453,0
V454,0
V455,0
V456,0
V457,0
V458,0
V459,0
V460,0
V461,0
V462,0
V463,0
V464,22
V465,0
V466,0
V467,0
V468,0
V469,0
V470,0
V471,0
V472,0
V473,0
V474,0
V475,0
V476,0
V477,0
V478,0
V479,30
V480,0
V481,33
V482,0
V483,11
V484,0
V485,0
V486,6
V487,0
V488,0
V489,0
V490,0
V491,0
V492,0
V493,0
V494,0
V495,4
V496,0
V497,0
V498,0
V499,25
V500,4
V501,0
V502,0
V503,0
V504,0
V505,0
V506,0
V507,0
V508,21
V509,0
V510,16
V511,0
V512,0
V513,0
V514,7
V515,0
V516,0
V517,0
V518,0
V519,0
V520,0
V521,1
V522,0
V523,0
V524,2
V525,0
V526,0
V527,0
V528,0
V529,0
V530,0
V531,14
V532,5
V533,0
V534,0
V535,30
V536,0
V537,18
V538,7
V539,0
V540,0
V541,0
V542,0
V543,0
V544,0
V545,0
V546,0
V547,0
V548,0
V549,0
V550,0
V551,0
V552,0
V553,0
V554,0
V555,0
V556,2
V557,5
V558,0
V559,30
V560,0
V561,3
V562,5
V563,0
V564,0
V565,0
V566,0
V567,0
V568,0
V569,0
V570,0
V571,0
V572,0
V573,0
V574,0
V575,0
V576,0
V577,12
V578,17
V579,0
V580,0
V581,0
V582,0
V583,0
V584,0
V585,0
V586,0
V587,0
V588,0
V589,1
V590,0
V591,0
V592,0
V593,0
V594,0
V595,0
V596,0
V597,0
V598,0
V599,30
V600,0
V601,0
V602,0
V603,0
V604,3
V605,4
V606,0
V607,0
V608,0
V609,0
V610,0
V611,0
V612,0
V613,14
V614,0
V615,0
V616,0
V617,0
V618,0
V619,14
V620,0
V621,0
V622,0
V623,0
V624,0
V625,0
V626,31
V627,0
V628,0
V629,0
V630,0
V631,0
V632,28
V633,26
V634,0
V635,0
V636,0
V637,0
V638,0
V639,0
V640,0
V641,0
V642,0
V643,0
V644,0
V645,0
V646,0
V647,0
V648,0
V649,0
V650,0
V651,0
V652,0
V653,0
V654,0
V655,0
V656,0
V657,0
V658,33
V659,0
V660,31
V661,0
V662,0
V663,31
V664,0
V665,0
V666,0
V667,0
V668,0
V669,0
V670,1
V671,0
V672,10
V673,13
V674,0
V675,0
V676,0
V677,0
V678,0
V679,0
V680,0
V681,0
V682,0
V683,21
V684,0
V685,0
V686,0
V687,29
V688,0
V689,0
V690,0
V691,0
V692,2
V693,0
V694,0
V695,0
V696,0
V697,15
V698,0
V699,0
V700,0
V701,0
V702,0
V703,6
V704,0
V705,0
V706,34
V707,0
V708,0
V709,0
V710,16
V711,0
V712,0
V713,0
V714,0
V715,0
V716,23
V717,19
V718,14
V719,28
V720,20
V721,0
V722,0
V723,0
V724,0
V725,7
V726,0
V727,0
V728,0
V729,19
V730,0
V731,0
V732,4
V733,0
V734,0
V735,0
V736,0
V737,0
V738,0
V739,10
V740,0
V741,0
V742,0
V743,0
V744,17
V745,0
V746,0
V747,27
V748,24
V749,0
V750,28
V751,0
V752,0
V753,0
V754,0
V755,0
V756,0
V757,0
V758,0
V759,0
V760,0
V761,3
V762,0
V763,2
V764,0
V765,0
V766,0
V767,0
V768,0
V769,0
V770,0
V771,5
V772,0
V773,0
V774,0
V775,22
V776,0
V777,0
V778,0
V779,0
V780,0
V781,0
V782,0
V783,0
V784,12
V785,28
V786,0
V787,0
V788,0
V789,0
V790,14
V791,0
V792,0
V793,0
V794,0
V795,0
V796,21
V797,0
V798,0
V799,0
V800,0
V801,6
V802,0
V803,12
V804,0
V805,0
V806,14
V807,0
V808,0
V809,0
V810,0
V811,6
V812,34
V813,0
V814,10
V815,0
V816,0
V817,0
V818,0
V819,0
V820,29
V821,27
V822,0
V823,0
V824,0
V825,0
V826,20
V827,0
V828,0
V829,0
V830,0
V831,0
V832,0
V833,0
V834,0
V835,33
V836,0
V837,0
V838,0
V839,27
V840,0
V841,0
V842,0
V843,0
V844,0
V845,0
V846,0
V847,0
V848,0
V849,0
V850,0
V851,0
V852,0
V853,0
V854,0
V855,0
V856,0
V857,0
V858,0
V859,0
V860,0
V861,0
V862,0
V863,0
V864,0
V865,0
V866,0
V867,0
V868,34
V869,1
V870,0
V871,15
V872,0
V873,0
V874,0
V875,11
V876,0
V877,0
V878,0
V879,0
V880,0
V881,0
V882,0
V883,0
V884,32
V885,9
V886,0
V887,29
V888,24
V889,12
V890,0
V891,0
V892,0
V893,0
V894,0
V895,0
V896,0
V897,0
V898,0
V899,4
V900,0
V901,0
V902,0
V903,0
V904,0
V905,0
V906,32
V907,19
V908,0
V909,21
V910,0
V911,0
V912,13
V913,0
V914,22
V915,0
V916,0
V917,6
V918,0
V919,0
V920,15
V921,0
V922,0
V923,26
V924,0
V925,0
V926,19
V927,0
V928,0
V929,25
V930,0
V931,0
V932,0
V933,16
V934,0
V935,26
V936,0
V937,34
V938,0
V939,0
V940,0
V941,0
V942,0
V943,0
V944,22
V945,0
V946,0
V947,0
V948,0
V949,0
V950,0
V951,0
V952,0
V953,0
V954,0
V955,34
V956,0
V957,0
V958,0
V959,0
V960,0
V961,0
V962,23
V963,0
V964,1
V965,0
V966,0
V967,0
V968,0
V969,0
V970,0
V971,33
V972,0
V973,4
V974,0
V975,9
V976,0
V977,27
V978,0
V979,0
V980,0
V981,0
V982,0
V983,0
V984,0
V985,0
V986,0
V987,0
V988,0
V989,0
V990,12
V991,23
V992,0
V993,25
V994,0
V995,0
V996,0
V997,0
V998,0
V999,0
