V.g..name,V.g..comm_louvain
V351,9
V352,14
V353,18
V354,15
V355,27
V356,1
V357,28
V358,21
V359,4
V360,16
V361,19
V362,6
V363,5
V364,0
V365,8
V366,12
V367,3
V368,8
V369,8
V370,3
V371,23
V372,9
V373,0
V374,0
V375,2
V376,29
V377,1
V378,12
V379,15
V380,7
V381,27
V382,10
V383,4
V384,27
V385,7
V386,34
V387,7
V388,2
V389,2
V390,0
V391,2
V392,23
V393,2
V394,30
V395,29
V396,9
V397,13
V398,13
V399,7
V400,2
V401,10
V402,16
V403,25
V404,24
V405,31
V406,0
V407,1
V408,26
V409,22
V410,0
V411,38
V412,3
V413,3
V414,23
V415,29
V416,3
V417,3
V418,8
V419,5
V420,5
V421,0
V422,3
V423,1
V424,2
V425,0
V426,28
V427,27
V428,1
V429,25
V430,5
V431,22
V432,6
V433,4
V434,25
V435,2
V436,6
V437,1
V438,4
V439,36
V440,7
V441,20
V442,18
V443,8
V444,0
V445,19
V446,1
V447,4
V448,18
V449,14
V450,3
V451,14
V452,31
V453,0
V454,18
V455,28
V456,7
V457,19
V458,8
V459,17
V460,4
V461,1
V462,1
V463,30
V464,17
V465,6
V466,28
V467,2
V468,16
V469,0
V470,9
V471,9
V472,34
V473,2
V474,13
V475,34
V476,13
V477,4
V478,37
V479,10
V480,14
V481,4
V482,35
V483,32
V484,19
V485,27
V486,20
V487,0
V488,22
V489,1
V490,7
V491,0
V492,24
V493,19
V494,27
V495,21
V496,26
V497,38
V498,7
V499,7
V500,9
V501,29
V502,0
V503,21
V504,12
V505,20
V506,3
V507,0
V508,21
V509,6
V510,18
V511,11
V512,30
V513,23
V514,20
V515,2
V516,20
V517,19
V518,18
V519,4
V520,20
V521,33
V522,23
V523,23
V524,27
V525,9
V526,12
V527,0
V528,3
V529,1
V530,34
V531,5
V532,23
V533,5
V534,26
V535,25
V536,23
V537,3
V538,17
V539,5
V540,33
V541,5
V542,31
V543,1
V544,22
V545,25
V546,31
V547,29
V548,36
V549,12
V550,33
V551,22
V552,33
V553,12
V554,3
V555,16
V556,5
V557,35
V558,9
V559,28
V560,5
V561,24
V562,22
V563,28
V564,2
V565,14
V566,7
V567,10
V568,18
V569,18
V570,25
V571,29
V572,1
V573,11
V574,0
V575,11
V576,32
V577,6
V578,28
V579,15
V580,36
V581,17
V582,17
V583,9
V584,2
V585,11
V586,19
V587,6
V588,3
V589,27
V590,32
V591,3
V592,28
V593,11
V594,30
V595,6
V596,7
V597,0
V598,22
V599,15
V600,0
V601,1
V602,22
V603,14
V604,7
V605,19
V606,19
V607,35
V608,4
V609,33
V610,3
V611,10
V612,4
V613,32
V614,3
V615,6
V616,11
V617,17
V618,35
V619,5
V620,9
V621,10
V622,21
V623,18
V624,37
V625,33
V626,16
V627,6
V628,19
V629,19
V630,7
V631,1
V632,3
V633,16
V634,6
V635,1
V636,0
V637,9
V638,18
V639,10
V640,7
V641,13
V642,12
V643,29
V644,17
V645,30
V646,31
V647,26
V648,6
V649,3
V650,21
V651,34
V652,2
V653,22
V654,30
V655,17
V656,13
V657,31
V658,6
V659,22
V660,16
V661,0
V662,13
V663,23
V664,16
V665,21
V666,22
V667,13
V668,12
V669,21
V670,5
V671,16
V672,1
V673,23
V674,5
V675,23
V676,1
V677,14
V678,34
V679,0
V680,2
V681,2
V682,5
V683,3
V684,10
V685,24
V686,0
V687,11
V688,21
V689,18
V690,13
V691,23
V692,7
V693,2
V694,6
V695,10
V696,32
V697,5
V698,39
V699,14
V700,3
V701,27
V702,9
V703,14
V704,18
V705,2
V706,19
V707,20
V708,27
V709,11
V710,25
V711,8
V712,18
V713,15
V714,26
V715,0
V716,8
V717,22
V718,5
V719,0
V720,18
V721,32
V722,7
V723,26
V724,20
V725,11
V726,1
V727,9
V728,12
V729,15
V730,1
V731,2
V732,3
V733,6
V734,13
V735,0
V736,17
V737,21
V738,0
V739,0
V740,9
V741,2
V742,11
V743,7
V744,11
V745,16
V746,8
V747,8
V748,16
V749,12
V750,27
V751,1
V752,15
V753,13
V754,11
V755,14
V756,3
V757,26
V758,38
V759,8
V760,37
V761,29
V762,26
V763,7
V764,5
V765,17
V766,29
V767,30
V768,11
V769,17
V770,28
V771,29
V772,9
V773,6
V774,23
V775,2
V776,11
V777,27
V778,2
V779,8
V780,11
V781,31
V782,2
V783,35
V784,31
V785,19
V786,19
V787,10
V788,24
V789,24
V790,0
V791,0
V792,3
V793,16
V794,5
V795,22
V796,9
V797,10
V798,24
V799,24
V800,16
V801,8
V802,2
V803,9
V804,2
V805,16
V806,3
V807,8
V808,26
V809,14
V810,17
V811,6
V812,27
V813,21
V814,39
V815,37
V816,0
V817,24
V818,6
V819,39
V820,30
V821,14
V822,5
V823,1
V824,10
V825,1
V826,15
V827,13
V828,22
V829,4
V830,24
V831,33
V832,28
V833,9
V834,36
V835,15
V836,17
V837,20
V838,7
V839,8
V840,6
V841,31
V842,4
V843,18
V844,5
V845,0
V846,1
V847,11
V848,3
V849,12
V850,3
V851,15
V852,11
V853,3
V854,9
V855,15
V856,4
V857,6
V858,26
V859,27
V860,5
V861,20
V862,8
V863,12
V864,14
V865,10
V866,32
V867,3
V868,12
V869,29
V870,4
V871,14
V872,1
V873,24
V874,15
V875,30
V876,20
V877,12
V878,15
V879,13
V880,6
V881,1
V882,4
V883,26
V884,24
V885,7
V886,16
V887,29
V888,31
V889,28
V890,14
V891,2
V892,25
V893,20
V894,8
V895,31
V896,17
V897,10
V898,26
V899,4
V900,19
V901,12
V902,11
V903,15
V904,30
V905,26
V906,12
V907,6
V908,8
V909,29
V910,19
V911,29
V912,17
V913,17
V914,0
V915,11
V916,24
V917,7
V918,39
V919,1
V920,30
V921,1
V922,3
V923,31
V924,26
V925,1
V926,10
V927,25
V928,21
V929,28
V930,25
V931,2
V932,2
V933,7
V934,8
V935,34
V936,8
V937,0
V938,1
V939,28
V940,0
V941,27
V942,5
V943,25
V944,28
V945,36
V946,2
V947,14
V948,14
V949,6
V950,4
V951,20
V952,3
V953,0
V954,11
V955,5
V956,38
V957,24
V958,5
V959,1
V960,0
V961,33
V962,4
V963,24
V964,14
V965,0
V966,32
V967,1
V968,17
V969,1
V970,24
V971,9
V972,29
V973,14
V974,19
V975,37
V976,15
V977,2
V978,11
V979,3
V980,8
V981,7
V982,37
V983,1
V984,19
V985,34
V986,20
V987,7
V988,2
V989,8
V990,10
V991,28
V992,35
V993,5
V994,4
V995,28
V996,4
V997,4
V998,6
V999,8
