V.g..name,V.g..comm_louvain
V386,0
V387,0
V388,25
V389,31
V390,0
V391,0
V392,20
V393,65
V394,27
V395,0
V396,60
V397,77
V398,0
V399,0
V400,0
V401,11
V402,47
V403,14
V404,18
V405,18
V406,40
V407,0
V408,1
V409,11
V410,5
V411,61
V412,69
V413,0
V414,41
V415,6
V416,2
V417,0
V418,0
V419,0
V420,0
V421,8
V422,0
V423,24
V424,14
V425,38
V426,11
V427,28
V428,68
V429,27
V430,12
V431,8
V432,0
V433,0
V434,26
V435,5
V436,33
V437,69
V438,0
V439,15
V440,39
V441,35
V442,24
V443,61
V444,0
V445,0
V446,61
V447,2
V448,27
V449,4
V450,0
V451,0
V452,35
V453,74
V454,30
V455,20
V456,45
V457,8
V458,5
V459,12
V460,1
V461,41
V462,14
V463,54
V464,0
V465,60
V466,32
V467,47
V468,70
V469,48
V470,18
V471,41
V472,73
V473,0
V474,18
V475,24
V476,40
V477,47
V478,0
V479,19
V480,28
V481,40
V482,41
V483,2
V484,69
V485,25
V486,0
V487,17
V488,37
V489,3
V490,51
V491,48
V492,0
V493,48
V494,0
V495,0
V496,0
V497,0
V498,5
V499,58
V500,10
V501,62
V502,59
V503,0
V504,45
V505,0
V506,15
V507,0
V508,5
V509,45
V510,3
V511,13
V512,26
V513,66
V514,0
V515,0
V516,15
V517,79
V518,0
V519,38
V520,75
V521,44
V522,71
V523,43
V524,2
V525,23
V526,0
V527,0
V528,58
V529,53
V530,12
V531,79
V532,21
V533,43
V534,8
V535,1
V536,36
V537,0
V538,23
V539,10
V540,0
V541,51
V542,30
V543,41
V544,23
V545,6
V546,0
V547,1
V548,49
V549,0
V550,0
V551,1
V552,15
V553,81
V554,80
V555,55
V556,46
V557,50
V558,0
V559,9
V560,56
V561,0
V562,0
V563,0
V564,54
V565,48
V566,48
V567,56
V568,4
V569,48
V570,54
V571,34
V572,4
V573,0
V574,15
V575,31
V576,40
V577,0
V578,4
V579,29
V580,9
V581,3
V582,49
V583,20
V584,35
V585,67
V586,0
V587,0
V588,45
V589,29
V590,2
V591,33
V592,38
V593,23
V594,0
V595,36
V596,10
V597,0
V598,23
V599,70
V600,1
V601,0
V602,42
V603,5
V604,22
V605,31
V606,0
V607,36
V608,32
V609,0
V610,16
V611,64
V612,22
V613,1
V614,13
V615,49
V616,3
V617,20
V618,2
V619,21
V620,4
V621,48
V622,8
V623,66
V624,0
V625,14
V626,2
V627,0
V628,56
V629,31
V630,10
V631,17
V632,36
V633,39
V634,66
V635,17
V636,70
V637,11
V638,0
V639,0
V640,74
V641,52
V642,0
V643,0
V644,63
V645,27
V646,61
V647,31
V648,9
V649,1
V650,58
V651,13
V652,82
V653,48
V654,14
V655,44
V656,0
V657,17
V658,17
V659,22
V660,50
V661,63
V662,0
V663,9
V664,21
V665,33
V666,73
V667,22
V668,77
V669,3
V670,34
V671,8
V672,34
V673,58
V674,33
V675,60
V676,57
V677,34
V678,76
V679,2
V680,47
V681,3
V682,0
V683,18
V684,13
V685,0
V686,29
V687,7
V688,37
V689,18
V690,21
V691,65
V692,65
V693,15
V694,0
V695,10
V696,0
V697,55
V698,31
V699,39
V700,18
V701,0
V702,65
V703,0
V704,42
V705,28
V706,65
V707,12
V708,14
V709,64
V710,1
V711,25
V712,50
V713,76
V714,0
V715,47
V716,6
V717,41
V718,44
V719,30
V720,46
V721,20
V722,5
V723,69
V724,54
V725,23
V726,0
V727,54
V728,52
V729,79
V730,2
V731,0
V732,12
V733,0
V734,32
V735,71
V736,1
V737,6
V738,8
V739,47
V740,52
V741,82
V742,1
V743,26
V744,0
V745,42
V746,1
V747,4
V748,55
V749,13
V750,32
V751,14
V752,1
V753,25
V754,19
V755,0
V756,37
V757,51
V758,19
V759,4
V760,5
V761,0
V762,3
V763,77
V764,82
V765,25
V766,18
V767,36
V768,11
V769,0
V770,18
V771,50
V772,0
V773,37
V774,0
V775,37
V776,53
V777,7
V778,28
V779,71
V780,0
V781,27
V782,7
V783,10
V784,6
V785,26
V786,6
V787,78
V788,1
V789,49
V790,81
V791,0
V792,68
V793,57
V794,15
V795,41
V796,27
V797,0
V798,45
V799,9
V800,36
V801,23
V802,9
V803,2
V804,73
V805,0
V806,0
V807,33
V808,63
V809,64
V810,51
V811,12
V812,11
V813,25
V814,0
V815,41
V816,76
V817,22
V818,55
V819,17
V820,0
V821,70
V822,0
V823,45
V824,46
V825,32
V826,46
V827,0
V828,0
V829,9
V830,52
V831,3
V832,80
V833,24
V834,53
V835,34
V836,17
V837,42
V838,0
V839,13
V840,21
V841,35
V842,26
V843,9
V844,8
V845,39
V846,77
V847,40
V848,0
V849,44
V850,35
V851,0
V852,26
V853,50
V854,0
V855,49
V856,0
V857,8
V858,53
V859,0
V860,14
V861,35
V862,34
V863,7
V864,46
V865,63
V866,27
V867,22
V868,0
V869,62
V870,42
V871,56
V872,0
V873,10
V874,32
V875,46
V876,17
V877,62
V878,5
V879,23
V880,39
V881,43
V882,4
V883,2
V884,29
V885,19
V886,30
V887,75
V888,0
V889,4
V890,15
V891,8
V892,0
V893,0
V894,28
V895,11
V896,16
V897,9
V898,59
V899,75
V900,8
V901,74
V902,32
V903,78
V904,0
V905,33
V906,23
V907,0
V908,42
V909,18
V910,0
V911,0
V912,34
V913,8
V914,0
V915,34
V916,1
V917,16
V918,70
V919,22
V920,33
V921,1
V922,15
V923,6
V924,51
V925,20
V926,40
V927,58
V928,12
V929,0
V930,38
V931,40
V932,0
V933,48
V934,38
V935,81
V936,0
V937,81
V938,43
V939,19
V940,1
V941,0
V942,28
V943,46
V944,0
V945,0
V946,24
V947,0
V948,28
V949,13
V950,10
V951,8
V952,32
V953,45
V954,4
V955,69
V956,43
V957,39
V958,70
V959,10
V960,14
V961,4
V962,81
V963,14
V964,57
V965,67
V966,0
V967,0
V968,7
V969,3
V970,24
V971,30
V972,20
V973,16
V974,64
V975,0
V976,73
V977,7
V978,82
V979,0
V980,29
V981,29
V982,0
V983,72
V984,0
V985,5
V986,0
V987,0
V988,82
V989,0
V990,75
V991,57
V992,33
V993,9
V994,14
V995,0
V996,57
V997,43
V998,34
V999,15
